Time,Oklahoma City,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:37.0, ,88-87,Personal foul by S. Gilgeous-Alexander (drawn by K. Love),,3,87,88,-1,2003.0
2:37.0, ,88-88,K. Love makes free throw 1 of 2,Tie,3,88,88,0,2003.0
2:37.0,K. Williams enters the game for J. Williams,88-88, ,,3,88,88,0,2003.0
2:37.0, ,88-88,D. Robinson enters the game for N. Jović,,3,88,88,0,2003.0
2:37.0, ,88-89,K. Love makes free throw 2 of 2,Lead change,3,89,88,1,2003.0
2:11.0,A. Wiggins misses 2-pt jump shot from 20 ft,88-89, ,,3,89,88,1,2029.0
2:09.0, ,88-89,Defensive rebound by H. Highsmith,,3,89,88,1,2031.0
1:59.0, ,88-89,Personal foul by A. Wiggins (drawn by K. Love),,3,89,88,1,2041.0
1:59.0, ,88-90,K. Love makes free throw 1 of 2,,3,90,88,2,2041.0
1:59.0,V. Micić enters the game for A. Wiggins,88-90, ,,3,90,88,2,2041.0
1:59.0, ,88-91,K. Love makes free throw 2 of 2,,3,91,88,3,2041.0
1:40.0,K. Williams makes 2-pt layup from 6 ft (assist by V. Micić),90-91, ,,3,91,90,1,2060.0
1:32.0, ,90-91,Turnover by T. Herro (lost ball; steal by V. Micić),,3,91,90,1,2068.0
1:27.0,L. Dort makes 2-pt layup from 5 ft (assist by K. Williams),92-91, ,Lead change,3,91,92,-1,2073.0
1:09.0, ,92-94,H. Highsmith makes 3-pt jump shot from 28 ft (assist by K. Love),Lead change,3,94,92,2,2091.0
0:55.0,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft (assist by V. Micić),95-94, ,Lead change,3,94,95,-1,2105.0
0:35.0, ,95-96,J. Richardson makes 2-pt jump shot from 15 ft (assist by T. Herro),Lead change,3,96,95,1,2125.0
0:29.0,S. Gilgeous-Alexander makes 2-pt layup from 8 ft,97-96, ,Lead change,3,96,97,-1,2131.0
0:04.0, ,97-96,K. Love misses 2-pt layup from 4 ft,,3,96,97,-1,2156.0
0:04.0, ,97-96,Offensive rebound by Team,,3,96,97,-1,2156.0
0:04.0,C. Holmgren enters the game for I. Joe,97-96, ,,3,96,97,-1,2156.0
0:04.0,C. Wallace enters the game for V. Micić,97-96, ,,3,96,97,-1,2156.0
0:04.0, ,97-96,J. Jaquez enters the game for T. Herro,,3,96,97,-1,2156.0
0:04.0, ,97-96,Turnover by J. Richardson (bad pass),,3,96,97,-1,2156.0
0:04.0,J. Giddey enters the game for L. Dort,97-96, ,,3,96,97,-1,2156.0
0:04.0,I. Joe enters the game for C. Wallace,97-96, ,,3,96,97,-1,2156.0
0:04.0,J. Williams enters the game for K. Williams,97-96, ,,3,96,97,-1,2156.0
0:04.0, ,97-96,B. Adebayo enters the game for K. Love,,3,96,97,-1,2156.0
0:00.0,Shooting foul by J. Richardson (drawn by J. Williams),97-96, ,,3,96,97,-1,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),97-96, ,,3,96,97,-1,2160.0
0:00.0,J. Williams makes free throw 1 of 2,98-96, ,,3,96,98,-2,2160.0
0:00.0,J. Williams makes free throw 2 of 2,99-96, ,,3,96,99,-3,2160.0
0:00.0,End of 3rd quarter,99-96,,,3,96,99,-3,2160.0
12:00.0,Start of 4th quarter,99-96,,,4,96,99,-3,2160.0
11:49.0, ,99-96,D. Robinson misses 3-pt jump shot from 28 ft,,4,96,99,-3,2171.0
11:44.0,Defensive rebound by J. Williams,99-96, ,,4,96,99,-3,2176.0
11:34.0,Shooting foul by B. Adebayo (drawn by L. Dort),99-96, ,,4,96,99,-3,2186.0
11:34.0,L. Dort misses free throw 1 of 2,99-96, ,,4,96,99,-3,2186.0
11:34.0,Offensive rebound by Team,99-96, ,,4,96,99,-3,2186.0
11:34.0,L. Dort makes free throw 2 of 2,100-96, ,,4,96,100,-4,2186.0
11:20.0, ,100-96,J. Richardson misses 2-pt hook shot from 4 ft (block by C. Holmgren),,4,96,100,-4,2200.0
11:17.0,Defensive rebound by C. Holmgren,100-96, ,,4,96,100,-4,2203.0
11:09.0,L. Dort makes 2-pt layup from 8 ft (assist by V. Micić),102-96, ,,4,96,102,-6,2211.0
10:52.0, ,102-96,B. Adebayo misses 2-pt jump shot from 10 ft,,4,96,102,-6,2228.0
10:49.0,Defensive rebound by J. Williams,102-96, ,,4,96,102,-6,2231.0
10:36.0,K. Williams makes 3-pt jump shot from 24 ft (assist by J. Williams),105-96, ,,4,96,105,-9,2244.0
10:35.0, ,105-96,Miami full timeout,,4,96,105,-9,2245.0
10:13.0, ,105-96,J. Richardson misses 3-pt jump shot from 26 ft,,4,96,105,-9,2267.0
10:11.0,Defensive rebound by K. Williams,105-96, ,,4,96,105,-9,2269.0
9:54.0,J. Williams misses 2-pt jump shot from 8 ft,105-96, ,,4,96,105,-9,2286.0
9:54.0, ,105-96,Defensive rebound by K. Love,,4,96,105,-9,2286.0
9:37.0, ,105-96,B. Adebayo misses 2-pt jump shot from 15 ft,,4,96,105,-9,2303.0
9:34.0,Defensive rebound by C. Holmgren,105-96, ,,4,96,105,-9,2306.0
9:22.0,L. Dort misses 3-pt jump shot from 27 ft,105-96, ,,4,96,105,-9,2318.0
9:18.0, ,105-96,Defensive rebound by B. Adebayo,,4,96,105,-9,2322.0
9:10.0, ,105-96,K. Love misses 3-pt jump shot from 27 ft,,4,96,105,-9,2330.0
9:06.0,Defensive rebound by K. Williams,105-96, ,,4,96,105,-9,2334.0
8:52.0,J. Williams makes 2-pt layup from 7 ft (assist by V. Micić),107-96, ,,4,96,107,-11,2348.0
8:52.0, ,107-96,N. Jović enters the game for K. Love,,4,96,107,-11,2348.0
8:31.0, ,107-96,D. Robinson misses 3-pt jump shot from 26 ft,,4,96,107,-11,2369.0
8:28.0,Defensive rebound by K. Williams,107-96, ,,4,96,107,-11,2372.0
8:13.0,J. Williams misses 2-pt jump shot from 11 ft,107-96, ,,4,96,107,-11,2387.0
8:10.0, ,107-96,Defensive rebound by D. Robinson,,4,96,107,-11,2390.0
7:57.0, ,107-96,J. Richardson misses 3-pt jump shot from 27 ft,,4,96,107,-11,2403.0
7:53.0,Defensive rebound by J. Williams,107-96, ,,4,96,107,-11,2407.0
7:38.0,C. Holmgren makes 2-pt layup from 6 ft (assist by J. Williams),109-96, ,,4,96,109,-13,2422.0
7:25.0, ,109-96,J. Jaquez misses 3-pt jump shot from 26 ft,,4,96,109,-13,2435.0
7:20.0,Defensive rebound by J. Williams,109-96, ,,4,96,109,-13,2440.0
7:18.0,L. Dort misses 2-pt layup from 6 ft (block by B. Adebayo),109-96, ,,4,96,109,-13,2442.0
7:18.0,Offensive rebound by K. Williams,109-96, ,,4,96,109,-13,2442.0
7:14.0,L. Dort makes 3-pt jump shot from 23 ft (assist by K. Williams),112-96, ,,4,96,112,-16,2446.0
7:14.0, ,112-96,Miami full timeout,,4,96,112,-16,2446.0
7:14.0, ,112-96,T. Herro enters the game for J. Richardson,,4,96,112,-16,2446.0
7:00.0, ,112-98,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Robinson),,4,98,112,-14,2460.0
6:40.0,K. Williams misses 3-pt jump shot from 23 ft,112-98, ,,4,98,112,-14,2480.0
6:38.0, ,112-98,Defensive rebound by J. Jaquez,,4,98,112,-14,2482.0
6:34.0, ,112-100,J. Jaquez makes 2-pt layup from 5 ft,,4,100,112,-12,2486.0
6:34.0, ,112-100,Shooting foul by V. Micić (drawn by J. Jaquez),,4,100,112,-12,2486.0
6:34.0,J. Giddey enters the game for C. Holmgren,112-100, ,,4,100,112,-12,2486.0
6:34.0,S. Gilgeous-Alexander enters the game for V. Micić,112-100, ,,4,100,112,-12,2486.0
6:34.0,I. Joe enters the game for J. Williams,112-100, ,,4,100,112,-12,2486.0
6:34.0, ,112-100,J. Jaquez misses free throw 1 of 1,,4,100,112,-12,2486.0
6:29.0,Defensive rebound by K. Williams,112-100, ,,4,100,112,-12,2491.0
6:20.0,I. Joe misses 3-pt jump shot from 27 ft,112-100, ,,4,100,112,-12,2500.0
6:17.0, ,112-100,Defensive rebound by T. Herro,,4,100,112,-12,2503.0
6:09.0, ,112-103,J. Jaquez makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,103,112,-9,2511.0
6:09.0,Oklahoma City full timeout,112-103, ,,4,103,112,-9,2511.0
5:56.0,Shooting foul by J. Jaquez (drawn by S. Gilgeous-Alexander),112-103, ,,4,103,112,-9,2524.0
5:56.0,S. Gilgeous-Alexander makes free throw 1 of 2,113-103, ,,4,103,113,-10,2524.0
5:56.0,S. Gilgeous-Alexander makes free throw 2 of 2,114-103, ,,4,103,114,-11,2524.0
5:42.0, ,114-105,B. Adebayo makes 2-pt layup from 4 ft,,4,105,114,-9,2538.0
5:42.0, ,114-105,Shooting foul by S. Gilgeous-Alexander (drawn by B. Adebayo),,4,105,114,-9,2538.0
5:42.0,C. Holmgren enters the game for L. Dort,114-105, ,,4,105,114,-9,2538.0
5:42.0,J. Williams enters the game for K. Williams,114-105, ,,4,105,114,-9,2538.0
5:42.0, ,114-105,H. Highsmith enters the game for N. Jović,,4,105,114,-9,2538.0
5:42.0, ,114-106,B. Adebayo makes free throw 1 of 1,,4,106,114,-8,2538.0
5:23.0,C. Holmgren makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),117-106, ,,4,106,117,-11,2557.0
5:12.0, ,117-106,T. Herro misses 2-pt jump shot from 10 ft,,4,106,117,-11,2568.0
5:08.0,Defensive rebound by C. Holmgren,117-106, ,,4,106,117,-11,2572.0
5:04.0,C. Holmgren makes 2-pt layup from 4 ft,119-106, ,,4,106,119,-13,2576.0
4:51.0, ,119-108,B. Adebayo makes 2-pt hook shot from 7 ft,,4,108,119,-11,2589.0
4:32.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,121-108, ,,4,108,121,-13,2608.0
4:20.0, ,121-108,Turnover by J. Jaquez (bad pass; steal by J. Giddey),,4,108,121,-13,2620.0
4:19.0,Shooting foul by J. Jaquez (drawn by J. Giddey),121-108, ,,4,108,121,-13,2621.0
4:19.0,J. Giddey makes free throw 1 of 2,122-108, ,,4,108,122,-14,2621.0
4:19.0, ,122-108,N. Jović enters the game for D. Robinson,,4,108,122,-14,2621.0
4:19.0,J. Giddey makes free throw 2 of 2,123-108, ,,4,108,123,-15,2621.0
4:08.0, ,123-110,J. Jaquez makes 2-pt layup from 5 ft (assist by N. Jović),,4,110,123,-13,2632.0
3:53.0,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft (assist by J. Williams),126-110, ,,4,110,126,-16,2647.0
3:31.0, ,126-112,B. Adebayo makes 2-pt jump shot from 10 ft,,4,112,126,-14,2669.0
3:18.0,I. Joe misses 3-pt jump shot from 27 ft,126-112, ,,4,112,126,-14,2682.0
3:15.0, ,126-112,Defensive rebound by B. Adebayo,,4,112,126,-14,2685.0
3:10.0, ,126-112,Shooting foul by J. Williams (drawn by J. Jaquez),,4,112,126,-14,2690.0
3:10.0, ,126-113,J. Jaquez makes free throw 1 of 2,,4,113,126,-13,2690.0
3:10.0,Oklahoma City full timeout,126-113, ,,4,113,126,-13,2690.0
3:10.0,L. Dort enters the game for J. Giddey,126-113, ,,4,113,126,-13,2690.0
3:10.0, ,126-114,J. Jaquez makes free throw 2 of 2,,4,114,126,-12,2690.0
2:52.0,J. Williams misses 3-pt jump shot from 27 ft,126-114, ,,4,114,126,-12,2708.0
2:50.0, ,126-114,Defensive rebound by T. Herro,,4,114,126,-12,2710.0
2:38.0, ,126-114,Shooting foul by C. Holmgren (drawn by B. Adebayo),,4,114,126,-12,2722.0
2:38.0, ,126-115,B. Adebayo makes free throw 1 of 2,,4,115,126,-11,2722.0
2:38.0, ,126-116,B. Adebayo makes free throw 2 of 2,,4,116,126,-10,2722.0
2:21.0,J. Williams misses 2-pt jump shot from 5 ft,126-116, ,,4,116,126,-10,2739.0
2:18.0, ,126-116,Defensive rebound by B. Adebayo,,4,116,126,-10,2742.0
2:09.0, ,126-116,B. Adebayo misses 2-pt jump shot from 12 ft,,4,116,126,-10,2751.0
2:07.0,Defensive rebound by L. Dort,126-116, ,,4,116,126,-10,2753.0
1:51.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,126-116, ,,4,116,126,-10,2769.0
1:48.0, ,126-116,Defensive rebound by J. Jaquez,,4,116,126,-10,2772.0
1:46.0,Oklahoma City full timeout,126-116, ,,4,116,126,-10,2774.0
1:46.0,Instant Replay (Challenge: Ruling Stands),126-116, ,,4,116,126,-10,2774.0
1:46.0, ,126-116,Turnover by J. Jaquez (out of bounds lost ball),,4,116,126,-10,2774.0
1:46.0,J. Williams enters the game for L. Dort,126-116, ,,4,116,126,-10,2774.0
1:30.0,Turnover by S. Gilgeous-Alexander (traveling),126-116, ,,4,116,126,-10,2790.0
1:13.0, ,126-116,H. Highsmith misses 2-pt jump shot from 6 ft,,4,116,126,-10,2807.0
1:09.0, ,126-116,Offensive rebound by B. Adebayo,,4,116,126,-10,2811.0
1:09.0, ,126-118,B. Adebayo makes 2-pt layup at rim,,4,118,126,-8,2811.0
1:08.0,Turnover by S. Gilgeous-Alexander (bad pass),126-118, ,,4,118,126,-8,2812.0
1:08.0,Loose ball foul by C. Holmgren (drawn by J. Jaquez),126-118, ,,4,118,126,-8,2812.0
1:08.0, ,126-119,J. Jaquez makes free throw 1 of 2,,4,119,126,-7,2812.0
1:08.0,J. Giddey enters the game for I. Joe,126-119, ,,4,119,126,-7,2812.0
1:08.0, ,126-120,J. Jaquez makes free throw 2 of 2,,4,120,126,-6,2812.0
1:01.0,Personal foul by H. Highsmith (drawn by S. Gilgeous-Alexander),126-120, ,,4,120,126,-6,2819.0
1:01.0,Oklahoma City full timeout,126-120, ,,4,120,126,-6,2819.0
1:01.0,L. Dort enters the game for J. Williams,126-120, ,,4,120,126,-6,2819.0
0:52.0,C. Holmgren misses 3-pt jump shot from 23 ft,126-120, ,,4,120,126,-6,2828.0
0:50.0, ,126-120,Defensive rebound by N. Jović,,4,120,126,-6,2830.0
0:44.0, ,126-120,T. Herro misses 3-pt jump shot from 27 ft,,4,120,126,-6,2836.0
0:40.0,Defensive rebound by J. Giddey,126-120, ,,4,120,126,-6,2840.0
0:37.0,C. Holmgren makes 2-pt dunk from 6 ft (assist by J. Giddey),128-120, ,,4,120,128,-8,2843.0
0:37.0, ,128-120,Miami full timeout,,4,120,128,-8,2843.0
0:37.0, ,128-120,D. Robinson enters the game for N. Jović,,4,120,128,-8,2843.0
0:29.0, ,128-120,H. Highsmith misses 2-pt jump shot from 18 ft,,4,120,128,-8,2851.0
0:25.0,Defensive rebound by J. Giddey,128-120, ,,4,120,128,-8,2855.0
0:17.0,Turnover by C. Holmgren (bad pass; steal by D. Robinson),128-120, ,,4,120,128,-8,2863.0
0:13.0, ,128-120,T. Herro misses 2-pt layup from 5 ft (block by C. Holmgren),,4,120,128,-8,2867.0
0:10.0,Defensive rebound by J. Giddey,128-120, ,,4,120,128,-8,2870.0
0:00.0,End of 4th quarter,128-120,,,4,120,128,-8,2880.0
