Time,Miami,Score,Golden State,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:30.0, ,82-70,Loose ball foul by K. Looney (drawn by B. Adebayo),,3,82,70,12,1890.0
4:30.0,K. Love enters the game for B. Adebayo,82-70, ,,3,82,70,12,1890.0
4:30.0,D. Robinson enters the game for J. Jaquez,82-70, ,,3,82,70,12,1890.0
4:30.0, ,82-70,T. Jackson-Davis enters the game for J. Kuminga,,3,82,70,12,1890.0
4:30.0, ,82-70,D. Šarić enters the game for K. Looney,,3,82,70,12,1890.0
4:30.0, ,82-70,A. Wiggins enters the game for K. Thompson,,3,82,70,12,1890.0
4:21.0,Turnover by T. Herro (lost ball; steal by S. Curry),82-70, ,,3,82,70,12,1899.0
4:15.0, ,82-70,S. Curry misses 2-pt jump shot from 8 ft,,3,82,70,12,1905.0
4:12.0, ,82-70,Offensive rebound by T. Jackson-Davis,,3,82,70,12,1908.0
4:11.0, ,82-70,T. Jackson-Davis misses 2-pt layup from 5 ft,,3,82,70,12,1909.0
4:10.0,Defensive rebound by T. Herro,82-70, ,,3,82,70,12,1910.0
4:00.0,K. Love misses 3-pt jump shot from 27 ft,82-70, ,,3,82,70,12,1920.0
3:57.0, ,82-70,Defensive rebound by D. Šarić,,3,82,70,12,1923.0
3:45.0, ,82-70,T. Jackson-Davis misses 2-pt layup from 4 ft,,3,82,70,12,1935.0
3:41.0, ,82-70,Offensive rebound by D. Šarić,,3,82,70,12,1939.0
3:33.0, ,82-70,A. Wiggins misses 2-pt hook shot from 8 ft,,3,82,70,12,1947.0
3:32.0,Defensive rebound by T. Herro,82-70, ,,3,82,70,12,1948.0
3:28.0,Miami full timeout,82-70, ,,3,82,70,12,1952.0
3:28.0, ,82-70,B. Podziemski enters the game for S. Curry,,3,82,70,12,1952.0
3:21.0,J. Cain misses 3-pt jump shot from 23 ft,82-70, ,,3,82,70,12,1959.0
3:17.0, ,82-70,Defensive rebound by D. Šarić,,3,82,70,12,1963.0
2:59.0, ,82-72,B. Podziemski makes 2-pt layup from 2 ft,,3,82,72,10,1981.0
2:50.0,J. Cain makes 2-pt layup from 3 ft,84-72, ,,3,84,72,12,1990.0
2:29.0, ,84-72,A. Wiggins misses 2-pt jump shot from 12 ft,,3,84,72,12,2011.0
2:26.0,Defensive rebound by D. Robinson,84-72, ,,3,84,72,12,2014.0
2:08.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by R. Hampton),87-72, ,,3,87,72,15,2032.0
1:45.0, ,87-72,B. Podziemski misses 3-pt jump shot from 25 ft,,3,87,72,15,2055.0
1:45.0,Defensive rebound by K. Love,87-72, ,,3,87,72,15,2055.0
1:45.0,Turnover by K. Love (bad pass),87-72, ,,3,87,72,15,2055.0
1:45.0,J. Jaquez enters the game for T. Herro,87-72, ,,3,87,72,15,2055.0
1:36.0, ,87-74,C. Paul makes 2-pt jump shot from 11 ft,,3,87,74,13,2064.0
1:09.0,J. Jaquez misses 3-pt jump shot from 23 ft,87-74, ,,3,87,74,13,2091.0
1:04.0, ,87-74,Defensive rebound by A. Wiggins,,3,87,74,13,2096.0
0:58.0, ,87-76,C. Paul makes 2-pt jump shot from 18 ft,,3,87,76,11,2102.0
0:40.0,J. Cain makes 2-pt layup from 3 ft (assist by K. Love),89-76, ,,3,89,76,13,2120.0
0:31.0, ,89-76,C. Paul misses 3-pt jump shot from 25 ft,,3,89,76,13,2129.0
0:28.0,Defensive rebound by K. Love,89-76, ,,3,89,76,13,2132.0
0:24.0,Shooting foul by C. Paul (drawn by J. Cain),89-76, ,,3,89,76,13,2136.0
0:24.0,J. Cain makes free throw 1 of 2,90-76, ,,3,90,76,14,2136.0
0:24.0,J. Cain makes free throw 2 of 2,91-76, ,,3,91,76,15,2136.0
0:24.0,B. Adebayo enters the game for R. Hampton,91-76, ,,3,91,76,15,2136.0
0:24.0,H. Highsmith enters the game for K. Love,91-76, ,,3,91,76,15,2136.0
0:24.0, ,91-76,S. Curry enters the game for T. Jackson-Davis,,3,91,76,15,2136.0
0:00.0, ,91-76,B. Podziemski misses 2-pt jump shot from 6 ft,,3,91,76,15,2160.0
0:00.0,Defensive rebound by J. Jaquez,91-76, ,,3,91,76,15,2160.0
0:00.0,End of 3rd quarter,91-76,,,3,91,76,15,2160.0
12:00.0,Start of 4th quarter,91-76,,,4,91,76,15,2160.0
11:47.0,J. Cain makes 3-pt jump shot from 23 ft (assist by J. Jaquez),94-76, ,,4,94,76,18,2173.0
11:33.0, ,94-76,S. Curry misses 3-pt jump shot from 26 ft,,4,94,76,18,2187.0
11:25.0,Defensive rebound by B. Adebayo,94-76, ,,4,94,76,18,2195.0
11:23.0,Shooting foul by C. Paul (drawn by J. Jaquez),94-76, ,,4,94,76,18,2197.0
11:23.0,J. Jaquez misses free throw 1 of 2,94-76, ,,4,94,76,18,2197.0
11:23.0,Offensive rebound by Team,94-76, ,,4,94,76,18,2197.0
11:23.0,J. Jaquez makes free throw 2 of 2,95-76, ,,4,95,76,19,2197.0
11:06.0, ,95-78,D. Šarić makes 2-pt layup from 2 ft (assist by C. Paul),,4,95,78,17,2214.0
10:50.0,Turnover by J. Jaquez (lost ball; steal by K. Thompson),95-78, ,,4,95,78,17,2230.0
10:45.0, ,95-78,Personal foul by B. Adebayo (drawn by S. Curry),,4,95,78,17,2235.0
10:36.0, ,95-80,J. Kuminga makes 2-pt jump shot from 10 ft (assist by K. Thompson),,4,95,80,15,2244.0
10:09.0,Turnover by J. Cain (step out of bounds),95-80, ,,4,95,80,15,2271.0
10:01.0, ,95-80,Turnover by C. Paul (bad pass; steal by J. Jaquez),,4,95,80,15,2279.0
9:57.0,J. Jaquez misses 2-pt layup from 3 ft,95-80, ,,4,95,80,15,2283.0
9:56.0, ,95-80,Defensive rebound by Team,,4,95,80,15,2284.0
9:48.0, ,95-80,S. Curry misses 3-pt jump shot from 26 ft,,4,95,80,15,2292.0
9:44.0,Defensive rebound by B. Adebayo,95-80, ,,4,95,80,15,2296.0
9:34.0,N. Jović makes 2-pt layup from 2 ft (assist by D. Robinson),97-80, ,,4,97,80,17,2306.0
9:34.0,Shooting foul by K. Thompson (drawn by N. Jović),97-80, ,,4,97,80,17,2306.0
9:34.0,N. Jović makes free throw 1 of 1,98-80, ,,4,98,80,18,2306.0
9:25.0, ,98-80,K. Thompson misses 3-pt jump shot from 26 ft,,4,98,80,18,2315.0
9:23.0,Defensive rebound by Team,98-80, ,,4,98,80,18,2317.0
9:05.0,B. Adebayo makes 2-pt jump shot from 9 ft,100-80, ,,4,100,80,20,2335.0
8:46.0, ,100-80,S. Curry misses 2-pt jump shot from 20 ft,,4,100,80,20,2354.0
8:43.0,Defensive rebound by J. Cain,100-80, ,,4,100,80,20,2357.0
8:30.0,D. Robinson misses 3-pt jump shot from 27 ft,100-80, ,,4,100,80,20,2370.0
8:26.0, ,100-80,Defensive rebound by S. Curry,,4,100,80,20,2374.0
8:22.0, ,100-80,C. Paul misses 3-pt jump shot from 26 ft,,4,100,80,20,2378.0
8:15.0,Defensive rebound by J. Cain,100-80, ,,4,100,80,20,2385.0
8:04.0,B. Adebayo misses 2-pt layup from 3 ft,100-80, ,,4,100,80,20,2396.0
8:02.0, ,100-80,Defensive rebound by D. Šarić,,4,100,80,20,2398.0
7:55.0, ,100-80,Offensive foul by S. Curry (drawn by N. Jović),,4,100,80,20,2405.0
7:55.0, ,100-80,Turnover by S. Curry (offensive foul),,4,100,80,20,2405.0
7:55.0,Miami full timeout,100-80, ,,4,100,80,20,2405.0
7:55.0,Instant Replay (Challenge: Ruling Stands),100-80, ,,4,100,80,20,2405.0
7:55.0, ,100-80,T. Jackson-Davis enters the game for J. Kuminga,,4,100,80,20,2405.0
7:55.0, ,100-80,M. Moody enters the game for C. Paul,,4,100,80,20,2405.0
7:55.0, ,100-80,B. Podziemski enters the game for D. Šarić,,4,100,80,20,2405.0
7:55.0, ,100-80,A. Wiggins enters the game for K. Thompson,,4,100,80,20,2405.0
7:40.0,N. Jović misses 3-pt jump shot from 25 ft,100-80, ,,4,100,80,20,2420.0
7:38.0,Offensive rebound by Team,100-80, ,,4,100,80,20,2422.0
7:38.0, ,100-80,Loose ball foul by M. Moody (drawn by B. Adebayo),,4,100,80,20,2422.0
7:26.0,N. Jović makes 2-pt layup from 2 ft (assist by D. Robinson),102-80, ,,4,102,80,22,2434.0
7:08.0, ,102-82,A. Wiggins makes 2-pt layup from 1 ft (assist by B. Podziemski),,4,102,82,20,2452.0
6:54.0,D. Robinson misses 3-pt jump shot from 26 ft,102-82, ,,4,102,82,20,2466.0
6:51.0,Offensive rebound by N. Jović,102-82, ,,4,102,82,20,2469.0
6:48.0,Turnover by J. Jaquez (out of bounds lost ball),102-82, ,,4,102,82,20,2472.0
6:37.0, ,102-82,A. Wiggins misses 3-pt jump shot from 25 ft,,4,102,82,20,2483.0
6:36.0,Defensive rebound by Team,102-82, ,,4,102,82,20,2484.0
6:12.0,J. Cain misses 2-pt jump shot from 7 ft,102-82, ,,4,102,82,20,2508.0
6:08.0,Offensive rebound by J. Jaquez,102-82, ,,4,102,82,20,2512.0
6:07.0,J. Jaquez misses 3-pt jump shot from 25 ft,102-82, ,,4,102,82,20,2513.0
6:07.0, ,102-82,Defensive rebound by M. Moody,,4,102,82,20,2513.0
6:00.0, ,102-82,Personal foul by N. Jović (drawn by M. Moody),,4,102,82,20,2520.0
5:53.0, ,102-82,S. Curry misses 2-pt layup from 3 ft,,4,102,82,20,2527.0
5:49.0, ,102-82,Offensive rebound by T. Jackson-Davis,,4,102,82,20,2531.0
5:49.0, ,102-82,T. Jackson-Davis misses 2-pt layup at rim,,4,102,82,20,2531.0
5:48.0,Defensive rebound by J. Cain,102-82, ,,4,102,82,20,2532.0
5:42.0,J. Jaquez misses 2-pt hook shot from 8 ft,102-82, ,,4,102,82,20,2538.0
5:39.0, ,102-82,Defensive rebound by M. Moody,,4,102,82,20,2541.0
5:34.0, ,102-84,M. Moody makes 2-pt layup from 4 ft,,4,102,84,18,2546.0
5:34.0,Miami full timeout,102-84, ,,4,102,84,18,2546.0
5:34.0,T. Herro enters the game for N. Jović,102-84, ,,4,102,84,18,2546.0
5:34.0, ,102-84,C. Paul enters the game for S. Curry,,4,102,84,18,2546.0
5:33.0,Turnover by  (8 sec),102-84, ,,4,102,84,18,2547.0
5:10.0, ,102-84,M. Moody misses 3-pt jump shot from 27 ft,,4,102,84,18,2570.0
5:10.0, ,102-84,Offensive rebound by Team,,4,102,84,18,2570.0
5:10.0,Jump ball: T. Jackson-Davis vs. B. Adebayo (T. Jackson-Davis gains possession),102-84,,,4,102,84,18,2570.0
4:54.0, ,102-86,M. Moody makes 2-pt layup from 4 ft,,4,102,86,16,2586.0
4:35.0,J. Cain misses 3-pt jump shot from 23 ft,102-86, ,,4,102,86,16,2605.0
4:28.0, ,102-86,Defensive rebound by B. Podziemski,,4,102,86,16,2612.0
4:27.0, ,102-86,Shooting foul by D. Robinson (drawn by A. Wiggins),,4,102,86,16,2613.0
4:27.0, ,102-87,A. Wiggins makes free throw 1 of 2,,4,102,87,15,2613.0
4:27.0, ,102-88,A. Wiggins makes free throw 2 of 2,,4,102,88,14,2613.0
4:16.0,J. Cain misses 2-pt layup from 6 ft,102-88, ,,4,102,88,14,2624.0
4:12.0,Offensive rebound by B. Adebayo,102-88, ,,4,102,88,14,2628.0
4:11.0,B. Adebayo makes 2-pt layup from 3 ft,104-88, ,,4,104,88,16,2629.0
3:56.0, ,104-88,M. Moody misses 2-pt jump shot from 19 ft,,4,104,88,16,2644.0
3:52.0, ,104-88,Offensive rebound by A. Wiggins,,4,104,88,16,2648.0
3:51.0, ,104-91,C. Paul makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,4,104,91,13,2649.0
3:34.0,D. Robinson misses 3-pt jump shot from 26 ft,104-91, ,,4,104,91,13,2666.0
3:30.0,Offensive rebound by J. Cain,104-91, ,,4,104,91,13,2670.0
3:27.0,T. Herro makes 3-pt jump shot from 27 ft (assist by B. Adebayo),107-91, ,,4,107,91,16,2673.0
3:19.0, ,107-91,Golden State full timeout,,4,107,91,16,2681.0
3:08.0, ,107-93,T. Jackson-Davis makes 2-pt dunk from 3 ft (assist by A. Wiggins),,4,107,93,14,2692.0
2:42.0,B. Adebayo misses 2-pt jump shot from 19 ft,107-93, ,,4,107,93,14,2718.0
2:40.0,Offensive rebound by Team,107-93, ,,4,107,93,14,2720.0
2:40.0, ,107-93,Loose ball foul by B. Podziemski (drawn by J. Cain),,4,107,93,14,2720.0
2:28.0,J. Jaquez misses 2-pt jump shot from 8 ft,107-93, ,,4,107,93,14,2732.0
2:26.0,Offensive rebound by Team,107-93, ,,4,107,93,14,2734.0
2:19.0,J. Jaquez makes 3-pt jump shot from 23 ft (assist by B. Adebayo),110-93, ,,4,110,93,17,2741.0
2:09.0, ,110-93,Shooting foul by J. Cain (drawn by M. Moody),,4,110,93,17,2751.0
2:09.0, ,110-94,M. Moody makes free throw 1 of 2,,4,110,94,16,2751.0
2:09.0, ,110-94,C. Joseph enters the game for C. Paul,,4,110,94,16,2751.0
2:09.0, ,110-94,L. Quinones enters the game for B. Podziemski,,4,110,94,16,2751.0
2:09.0, ,110-94,J. Robinson enters the game for A. Wiggins,,4,110,94,16,2751.0
2:09.0, ,110-95,M. Moody makes free throw 2 of 2,,4,110,95,15,2751.0
1:47.0,J. Cain misses 2-pt layup from 4 ft,110-95, ,,4,110,95,15,2773.0
1:44.0, ,110-95,Defensive rebound by T. Jackson-Davis,,4,110,95,15,2776.0
1:39.0, ,110-95,M. Moody misses 2-pt jump shot from 10 ft,,4,110,95,15,2781.0
1:37.0, ,110-95,Offensive rebound by M. Moody,,4,110,95,15,2783.0
1:37.0, ,110-97,M. Moody makes 2-pt layup from 3 ft,,4,110,97,13,2783.0
1:15.0,Shooting foul by L. Quinones (drawn by T. Herro),110-97, ,,4,110,97,13,2805.0
1:15.0,T. Herro makes free throw 1 of 2,111-97, ,,4,111,97,14,2805.0
1:15.0,T. Herro makes free throw 2 of 2,112-97, ,,4,112,97,15,2805.0
1:06.0, ,112-97,Turnover by T. Jackson-Davis (bad pass),,4,112,97,15,2814.0
1:06.0,R. Hampton enters the game for B. Adebayo,112-97, ,,4,112,97,15,2814.0
1:06.0,N. Jović enters the game for T. Herro,112-97, ,,4,112,97,15,2814.0
1:06.0,C. Swider enters the game for J. Jaquez,112-97, ,,4,112,97,15,2814.0
0:54.0,Personal foul by C. Joseph (drawn by N. Jović),112-97, ,,4,112,97,15,2826.0
0:54.0,N. Jović misses free throw 1 of 2,112-97, ,,4,112,97,15,2826.0
0:54.0,Offensive rebound by Team,112-97, ,,4,112,97,15,2826.0
0:54.0,N. Jović misses free throw 2 of 2,112-97, ,,4,112,97,15,2826.0
0:52.0,Offensive rebound by C. Swider,112-97, ,,4,112,97,15,2828.0
0:39.0,D. Robinson misses 2-pt jump shot from 22 ft (block by J. Robinson),112-97, ,,4,112,97,15,2841.0
0:39.0,Offensive rebound by Team,112-97, ,,4,112,97,15,2841.0
0:39.0,Turnover by Team (shot clock),112-97, ,,4,112,97,15,2841.0
0:30.0, ,112-99,M. Moody makes 2-pt layup from 4 ft,,4,112,99,13,2850.0
0:30.0, ,112-99,Shooting foul by R. Hampton (drawn by M. Moody),,4,112,99,13,2850.0
0:30.0, ,112-100,M. Moody makes free throw 1 of 1,,4,112,100,12,2850.0
0:21.0,C. Swider makes 2-pt layup from 2 ft (assist by N. Jović),114-100, ,,4,114,100,14,2859.0
0:17.0, ,114-100,J. Robinson misses 3-pt jump shot from 27 ft,,4,114,100,14,2863.0
0:15.0, ,114-100,Offensive rebound by T. Jackson-Davis,,4,114,100,14,2865.0
0:14.0, ,114-102,T. Jackson-Davis makes 2-pt layup at rim,,4,114,102,12,2866.0
0:00.0,End of 4th quarter,114-102,,,4,114,102,12,2880.0
