Time,Orlando,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:46.0,Turnover by J. Suggs (lost ball; steal by M. Flynn),85-80, ,,3,80,85,-5,1994.0
2:43.0, ,85-80,Shooting foul by A. Black (drawn by J. Wiseman),,3,80,85,-5,1997.0
2:43.0, ,85-81,J. Wiseman makes free throw 1 of 2,,3,81,85,-4,1997.0
2:43.0,C. Anthony enters the game for J. Suggs,85-81, ,,3,81,85,-4,1997.0
2:43.0,J. Ingles enters the game for F. Wagner,85-81, ,,3,81,85,-4,1997.0
2:43.0, ,85-82,J. Wiseman makes free throw 2 of 2,,3,82,85,-3,1997.0
2:29.0,A. Black misses 2-pt jump shot from 5 ft,85-82, ,,3,82,85,-3,2011.0
2:26.0, ,85-82,Defensive rebound by J. Wiseman,,3,82,85,-3,2014.0
2:18.0, ,85-82,Turnover by T. Brown (lost ball; steal by C. Anthony),,3,82,85,-3,2022.0
2:14.0, ,85-82,Violation by Team (kicked ball),,3,82,85,-3,2026.0
2:04.0,Shooting foul by J. Wiseman (drawn by W. Carter),85-82, ,,3,82,85,-3,2036.0
2:04.0,W. Carter misses free throw 1 of 2,85-82, ,,3,82,85,-3,2036.0
2:04.0,Offensive rebound by Team,85-82, ,,3,82,85,-3,2036.0
2:04.0,W. Carter makes free throw 2 of 2,86-82, ,,3,82,86,-4,2036.0
1:50.0, ,86-82,Turnover by M. Flynn (bad pass; steal by J. Isaac),,3,82,86,-4,2050.0
1:46.0,C. Anthony misses 3-pt jump shot from 28 ft,86-82, ,,3,82,86,-4,2054.0
1:41.0, ,86-82,Defensive rebound by M. Flynn,,3,82,86,-4,2059.0
1:29.0, ,86-82,Q. Grimes misses 2-pt jump shot from 13 ft,,3,82,86,-4,2071.0
1:27.0,Defensive rebound by J. Isaac,86-82, ,,3,82,86,-4,2073.0
1:12.0,A. Black misses 3-pt jump shot from 24 ft,86-82, ,,3,82,86,-4,2088.0
1:05.0,Offensive rebound by J. Isaac,86-82, ,,3,82,86,-4,2095.0
1:05.0,J. Isaac makes 2-pt dunk at rim,88-82, ,,3,82,88,-6,2095.0
0:54.0, ,88-82,Shooting foul by A. Black (drawn by M. Flynn),,3,82,88,-6,2106.0
0:54.0, ,88-83,M. Flynn makes free throw 1 of 2,,3,83,88,-5,2106.0
0:54.0,M. Wagner enters the game for W. Carter,88-83, ,,3,83,88,-5,2106.0
0:54.0, ,88-83,M. Flynn misses free throw 2 of 2,,3,83,88,-5,2106.0
0:51.0,Defensive rebound by C. Anthony,88-83, ,,3,83,88,-5,2109.0
0:33.0,J. Isaac makes 2-pt dunk from 1 ft (assist by C. Anthony),90-83, ,,3,83,90,-7,2127.0
0:17.0, ,90-85,J. Wiseman makes 2-pt layup from 1 ft (assist by M. Flynn),,3,85,90,-5,2143.0
0:02.0,C. Anthony misses 2-pt jump shot from 8 ft (block by Q. Grimes),90-85, ,,3,85,90,-5,2158.0
0:00.0,Offensive rebound by M. Wagner,90-85, ,,3,85,90,-5,2160.0
0:00.0,A. Black misses 3-pt jump shot from 26 ft,90-85, ,,3,85,90,-5,2160.0
0:00.0,Offensive rebound by Team,90-85, ,,3,85,90,-5,2160.0
0:00.0,End of 3rd quarter,90-85,,,3,85,90,-5,2160.0
12:00.0,Start of 4th quarter,90-85,,,4,85,90,-5,2160.0
11:42.0,M. Wagner makes 2-pt layup from 4 ft (assist by J. Ingles),92-85, ,,4,85,92,-7,2178.0
11:16.0, ,92-85,E. Fournier misses 3-pt jump shot from 25 ft,,4,85,92,-7,2204.0
11:11.0,Defensive rebound by A. Black,92-85, ,,4,85,92,-7,2209.0
10:57.0,J. Ingles misses 2-pt layup from 6 ft,92-85, ,,4,85,92,-7,2223.0
10:57.0,Offensive rebound by M. Wagner,92-85, ,,4,85,92,-7,2223.0
10:52.0,M. Wagner makes 2-pt layup at rim,94-85, ,,4,85,94,-9,2228.0
10:34.0, ,94-85,T. Brown misses 3-pt jump shot from 25 ft,,4,85,94,-9,2246.0
10:30.0, ,94-85,Offensive rebound by J. Wiseman,,4,85,94,-9,2250.0
10:28.0, ,94-87,E. Fournier makes 2-pt jump shot from 8 ft (assist by J. Wiseman),,4,87,94,-7,2252.0
10:02.0,M. Wagner misses 2-pt layup from 4 ft,94-87, ,,4,87,94,-7,2278.0
10:00.0,Offensive rebound by M. Wagner,94-87, ,,4,87,94,-7,2280.0
10:00.0,M. Wagner misses 2-pt layup at rim,94-87, ,,4,87,94,-7,2280.0
9:59.0,Offensive rebound by M. Wagner,94-87, ,,4,87,94,-7,2281.0
9:59.0,M. Wagner makes 2-pt layup from 1 ft,96-87, ,,4,87,96,-9,2281.0
9:47.0, ,96-90,Q. Grimes makes 3-pt jump shot from 25 ft (assist by E. Fournier),,4,90,96,-6,2293.0
9:30.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by C. Anthony),99-90, ,,4,90,99,-9,2310.0
9:17.0, ,99-90,T. Brown misses 3-pt jump shot from 26 ft,,4,90,99,-9,2323.0
9:14.0,Defensive rebound by C. Anthony,99-90, ,,4,90,99,-9,2326.0
9:07.0,J. Isaac misses 2-pt layup from 3 ft,99-90, ,,4,90,99,-9,2333.0
9:07.0,Offensive rebound by Team,99-90, ,,4,90,99,-9,2333.0
9:07.0, ,99-90,Loose ball foul by T. Brown (drawn by J. Isaac),,4,90,99,-9,2333.0
9:07.0, ,99-90,J. Ivey enters the game for T. Brown,,4,90,99,-9,2333.0
8:53.0,Shooting foul by J. Ivey (drawn by C. Anthony),99-90, ,,4,90,99,-9,2347.0
8:53.0,C. Anthony makes free throw 1 of 2,100-90, ,,4,90,100,-10,2347.0
8:53.0,C. Anthony makes free throw 2 of 2,101-90, ,,4,90,101,-11,2347.0
8:32.0, ,101-93,E. Fournier makes 3-pt jump shot from 25 ft (assist by Q. Grimes),,4,93,101,-8,2368.0
8:02.0,C. Anthony misses 2-pt jump shot from 17 ft,101-93, ,,4,93,101,-8,2398.0
8:00.0, ,101-93,Defensive rebound by J. Wiseman,,4,93,101,-8,2400.0
7:56.0, ,101-95,E. Fournier makes 2-pt layup from 1 ft (assist by M. Flynn),,4,95,101,-6,2404.0
7:55.0,Orlando full timeout,101-95, ,,4,95,101,-6,2405.0
7:55.0, ,101-95,J. Duren enters the game for Q. Grimes,,4,95,101,-6,2405.0
7:55.0, ,101-95,A. Thompson enters the game for J. Wiseman,,4,95,101,-6,2405.0
7:30.0,C. Anthony makes 2-pt jump shot from 7 ft,103-95, ,,4,95,103,-8,2430.0
7:07.0, ,103-95,Turnover by A. Thompson (lost ball; steal by A. Black),,4,95,103,-8,2453.0
6:44.0,M. Wagner misses 2-pt layup from 6 ft (block by J. Duren),103-95, ,,4,95,103,-8,2476.0
6:44.0,Offensive rebound by Team,103-95, ,,4,95,103,-8,2476.0
6:44.0,Turnover by Team (shot clock),103-95, ,,4,95,103,-8,2476.0
6:44.0, ,103-95,C. Cunningham enters the game for M. Flynn,,4,95,103,-8,2476.0
6:26.0, ,103-97,C. Cunningham makes 2-pt jump shot from 6 ft (assist by J. Duren),,4,97,103,-6,2494.0
6:09.0,C. Anthony misses 2-pt jump shot from 11 ft,103-97, ,,4,97,103,-6,2511.0
6:06.0, ,103-97,Defensive rebound by E. Fournier,,4,97,103,-6,2514.0
6:03.0, ,103-99,J. Ivey makes 2-pt layup from 2 ft,,4,99,103,-4,2517.0
5:41.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by C. Anthony),106-99, ,,4,99,106,-7,2539.0
5:23.0, ,106-99,C. Cunningham misses 2-pt layup from 2 ft,,4,99,106,-7,2557.0
5:22.0, ,106-99,Offensive rebound by C. Cunningham,,4,99,106,-7,2558.0
5:20.0, ,106-99,C. Cunningham misses 2-pt layup from 1 ft (block by A. Black),,4,99,106,-7,2560.0
5:20.0,Defensive rebound by A. Black,106-99, ,,4,99,106,-7,2560.0
5:20.0,P. Banchero enters the game for A. Black,106-99, ,,4,99,106,-7,2560.0
5:20.0,F. Wagner enters the game for J. Ingles,106-99, ,,4,99,106,-7,2560.0
5:20.0, ,106-99,S. Fontecchio enters the game for E. Fournier,,4,99,106,-7,2560.0
5:05.0,C. Anthony misses 2-pt jump shot from 11 ft,106-99, ,,4,99,106,-7,2575.0
5:03.0,Offensive rebound by M. Wagner,106-99, ,,4,99,106,-7,2577.0
4:51.0,F. Wagner misses 2-pt hook shot from 6 ft,106-99, ,,4,99,106,-7,2589.0
4:48.0, ,106-99,Defensive rebound by C. Cunningham,,4,99,106,-7,2592.0
4:42.0, ,106-101,A. Thompson makes 2-pt dunk from 1 ft (assist by J. Ivey),,4,101,106,-5,2598.0
4:16.0,Turnover by Team (shot clock),106-101, ,,4,101,106,-5,2624.0
4:16.0, ,106-101,Detroit full timeout,,4,101,106,-5,2624.0
4:16.0,W. Carter enters the game for C. Anthony,106-101, ,,4,101,106,-5,2624.0
4:16.0,G. Harris enters the game for J. Isaac,106-101, ,,4,101,106,-5,2624.0
4:16.0,J. Suggs enters the game for M. Wagner,106-101, ,,4,101,106,-5,2624.0
4:02.0, ,106-101,S. Fontecchio misses 3-pt jump shot from 25 ft,,4,101,106,-5,2638.0
3:59.0,Defensive rebound by W. Carter,106-101, ,,4,101,106,-5,2641.0
3:41.0,F. Wagner misses 3-pt jump shot from 27 ft,106-101, ,,4,101,106,-5,2659.0
3:35.0, ,106-101,Defensive rebound by C. Cunningham,,4,101,106,-5,2665.0
3:24.0, ,106-101,J. Ivey misses 2-pt jump shot from 7 ft,,4,101,106,-5,2676.0
3:22.0, ,106-101,Offensive rebound by J. Duren,,4,101,106,-5,2678.0
3:20.0, ,106-103,J. Duren makes 2-pt layup from 2 ft,,4,103,106,-3,2680.0
2:56.0,P. Banchero misses 2-pt jump shot from 5 ft,106-103, ,,4,103,106,-3,2704.0
2:55.0, ,106-103,Defensive rebound by Team,,4,103,106,-3,2705.0
2:55.0,Loose ball foul by W. Carter (drawn by A. Thompson),106-103, ,,4,103,106,-3,2705.0
2:34.0, ,106-103,J. Ivey misses 2-pt jump shot from 15 ft,,4,103,106,-3,2726.0
2:29.0,Defensive rebound by G. Harris,106-103, ,,4,103,106,-3,2731.0
2:24.0,Orlando full timeout,106-103, ,,4,103,106,-3,2736.0
2:14.0,G. Harris misses 3-pt jump shot from 24 ft,106-103, ,,4,103,106,-3,2746.0
2:11.0,Offensive rebound by W. Carter,106-103, ,,4,103,106,-3,2749.0
2:09.0,W. Carter misses 2-pt layup from 4 ft (block by J. Duren),106-103, ,,4,103,106,-3,2751.0
2:09.0, ,106-103,Defensive rebound by C. Cunningham,,4,103,106,-3,2751.0
2:02.0, ,106-103,Shooting foul by F. Wagner (drawn by J. Duren),,4,103,106,-3,2758.0
2:02.0, ,106-104,J. Duren makes free throw 1 of 2,,4,104,106,-2,2758.0
2:02.0, ,106-105,J. Duren makes free throw 2 of 2,,4,105,106,-1,2758.0
1:49.0,F. Wagner makes 2-pt layup from 3 ft,108-105, ,,4,105,108,-3,2771.0
1:43.0, ,108-105,Turnover by J. Ivey (lost ball),,4,105,108,-3,2777.0
1:42.0, ,108-105,Loose ball foul by J. Duren (drawn by W. Carter),,4,105,108,-3,2778.0
1:36.0,Personal foul by A. Thompson (drawn by F. Wagner),108-105, ,,4,105,108,-3,2784.0
1:36.0,F. Wagner misses free throw 1 of 2,108-105, ,,4,105,108,-3,2784.0
1:36.0,Offensive rebound by Team,108-105, ,,4,105,108,-3,2784.0
1:36.0,F. Wagner makes free throw 2 of 2,109-105, ,,4,105,109,-4,2784.0
1:36.0, ,109-105,Detroit full timeout,,4,105,109,-4,2784.0
1:20.0, ,109-107,C. Cunningham makes 2-pt jump shot from 14 ft,,4,107,109,-2,2800.0
0:59.0,F. Wagner misses 2-pt hook shot from 3 ft,109-107, ,,4,107,109,-2,2821.0
0:57.0, ,109-107,Defensive rebound by J. Duren,,4,107,109,-2,2823.0
0:49.0, ,109-107,Personal foul by J. Suggs (drawn by C. Cunningham),,4,107,109,-2,2831.0
0:36.0, ,109-107,Turnover by C. Cunningham (bad pass; steal by W. Carter),,4,107,109,-2,2844.0
0:17.0,Shooting foul by C. Cunningham (drawn by P. Banchero),109-107, ,,4,107,109,-2,2863.0
0:17.0,P. Banchero misses free throw 1 of 2,109-107, ,,4,107,109,-2,2863.0
0:17.0,Offensive rebound by Team,109-107, ,,4,107,109,-2,2863.0
0:17.0,P. Banchero misses free throw 2 of 2,109-107, ,,4,107,109,-2,2863.0
0:17.0, ,109-107,Defensive rebound by J. Duren,,4,107,109,-2,2863.0
0:17.0, ,109-107,Detroit full timeout,,4,107,109,-2,2863.0
0:17.0,J. Isaac enters the game for G. Harris,109-107, ,,4,107,109,-2,2863.0
0:17.0, ,109-107,E. Fournier enters the game for A. Thompson,,4,107,109,-2,2863.0
0:12.0, ,109-109,C. Cunningham makes 2-pt layup from 2 ft,Tie,4,109,109,0,2868.0
0:12.0,Orlando full timeout,109-109, ,,4,109,109,0,2868.0
0:12.0,G. Harris enters the game for J. Isaac,109-109, ,,4,109,109,0,2868.0
0:12.0, ,109-109,Q. Grimes enters the game for E. Fournier,,4,109,109,0,2868.0
0:12.0, ,109-109,A. Thompson enters the game for J. Ivey,,4,109,109,0,2868.0
0:00.0,P. Banchero makes 2-pt jump shot from 18 ft,111-109, ,,4,109,111,-2,2880.0
0:00.0,Shooting foul by J. Duren (drawn by P. Banchero),111-109, ,,4,109,111,-2,2880.0
0:00.0,P. Banchero makes free throw 1 of 1,112-109, ,,4,109,112,-3,2880.0
0:00.0, ,112-109,C. Cunningham misses 3-pt jump shot from 73 ft,,4,109,112,-3,2880.0
0:00.0, ,112-109,Offensive rebound by Team,,4,109,112,-3,2880.0
0:00.0,End of 4th quarter,112-109,,,4,109,112,-3,2880.0
