Time,Sacramento,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:50.0,Defensive rebound by T. Lyles,74-73, ,,3,73,74,-1,2050.0
1:45.0,Turnover by M. Monk (discontinued dribble),74-73, ,,3,73,74,-1,2055.0
1:23.0, ,74-73,C. Martin misses 3-pt jump shot from 23 ft,,3,73,74,-1,2077.0
1:18.0, ,74-73,Offensive rebound by D. Dedmon,,3,73,74,-1,2082.0
1:17.0, ,74-73,Turnover by D. Dedmon (bad pass),,3,73,74,-1,2083.0
1:17.0,K. Huerter enters the game for K. Murray,74-73, ,,3,73,74,-1,2083.0
1:01.0,R. Holmes makes 2-pt jump shot from 6 ft (assist by M. Monk),76-73, ,,3,73,76,-3,2099.0
0:40.0, ,76-75,D. Dedmon makes 2-pt jump shot from 8 ft (assist by G. Vincent),,3,75,76,-1,2120.0
0:34.0,Offensive foul by M. Dellavedova (drawn by C. Martin),76-75, ,,3,75,76,-1,2126.0
0:34.0,Turnover by M. Dellavedova (offensive foul),76-75, ,,3,75,76,-1,2126.0
0:34.0,D. Mitchell enters the game for T. Lyles,76-75, ,,3,75,76,-1,2126.0
0:23.0, ,76-77,C. Martin makes 2-pt layup from 2 ft (assist by D. Dedmon),Lead change,3,77,76,1,2137.0
0:16.0,Personal foul by G. Vincent (drawn by M. Dellavedova),76-77, ,,3,77,76,1,2144.0
0:16.0,K. Murray enters the game for M. Dellavedova,76-77, ,,3,77,76,1,2144.0
0:04.0,K. Huerter misses 3-pt jump shot from 29 ft,76-77, ,,3,77,76,1,2156.0
0:02.0, ,76-77,Defensive rebound by D. Robinson,,3,77,76,1,2158.0
0:00.0, ,76-77,T. Herro misses 3-pt jump shot from 33 ft,,3,77,76,1,2160.0
0:00.0, ,76-77,Offensive rebound by Team,,3,77,76,1,2160.0
0:00.0,End of 3rd quarter,76-77,,,3,77,76,1,2160.0
12:00.0,Start of 4th quarter,76-77,,,4,77,76,1,2160.0
11:51.0, ,76-77,Personal foul by M. Dellavedova (drawn by K. Lowry),,4,77,76,1,2169.0
11:34.0, ,76-77,K. Lowry misses 3-pt jump shot from 23 ft,,4,77,76,1,2186.0
11:32.0,Defensive rebound by K. Murray,76-77, ,,4,77,76,1,2188.0
11:23.0,K. Huerter misses 2-pt layup from 3 ft (block by D. Dedmon),76-77, ,,4,77,76,1,2197.0
11:20.0,Offensive rebound by R. Holmes,76-77, ,,4,77,76,1,2200.0
11:18.0,R. Holmes makes 2-pt hook shot from 1 ft,78-77, ,Lead change,4,77,78,-1,2202.0
11:05.0, ,78-80,G. Vincent makes 3-pt jump shot from 27 ft (assist by D. Dedmon),Lead change,4,80,78,2,2215.0
11:05.0, ,78-80,Flagrant foul type 1 by K. Murray (drawn by G. Vincent),,4,80,78,2,2215.0
11:05.0, ,78-80,Instant Replay (Request: Ruling Stands),,4,80,78,2,2215.0
11:05.0, ,78-81,G. Vincent makes flagrant free throw 1 of 1,,4,81,78,3,2215.0
10:59.0, ,78-81,D. Robinson misses 3-pt jump shot from 24 ft,,4,81,78,3,2221.0
10:53.0,Defensive rebound by R. Holmes,78-81, ,,4,81,78,3,2227.0
10:43.0,M. Dellavedova misses 2-pt jump shot from 6 ft,78-81, ,,4,81,78,3,2237.0
10:41.0,Offensive rebound by M. Dellavedova,78-81, ,,4,81,78,3,2239.0
10:35.0,M. Dellavedova makes 2-pt hook shot from 7 ft,80-81, ,,4,81,80,1,2245.0
10:15.0, ,80-81,M. Strus misses 3-pt jump shot from 27 ft,,4,81,80,1,2265.0
10:12.0,Defensive rebound by R. Holmes,80-81, ,,4,81,80,1,2268.0
10:04.0,M. Monk makes 2-pt hook shot from 4 ft,82-81, ,Lead change,4,81,82,-1,2276.0
9:55.0, ,82-81,Personal foul by M. Monk (drawn by G. Vincent),,4,81,82,-1,2285.0
9:55.0, ,82-81,B. Adebayo enters the game for D. Dedmon,,4,81,82,-1,2285.0
9:45.0, ,82-81,G. Vincent misses 3-pt jump shot from 25 ft,,4,81,82,-1,2295.0
9:41.0,Defensive rebound by K. Murray,82-81, ,,4,81,82,-1,2299.0
9:34.0,Turnover by K. Murray (lost ball; steal by K. Lowry),82-81, ,,4,81,82,-1,2306.0
9:26.0, ,82-81,Turnover by K. Lowry (bad pass),,4,81,82,-1,2314.0
9:26.0, ,82-81,Loose ball foul by B. Adebayo (drawn by M. Dellavedova),,4,81,82,-1,2314.0
9:26.0,H. Barnes enters the game for M. Monk,82-81, ,,4,81,82,-1,2314.0
9:26.0,T. Davis enters the game for K. Murray,82-81, ,,4,81,82,-1,2314.0
9:15.0,Shooting foul by D. Robinson (drawn by T. Davis),82-81, ,,4,81,82,-1,2325.0
9:15.0,T. Davis makes free throw 1 of 2,83-81, ,,4,81,83,-2,2325.0
9:15.0,D. Sabonis enters the game for R. Holmes,83-81, ,,4,81,83,-2,2325.0
9:15.0,T. Davis makes free throw 2 of 2,84-81, ,,4,81,84,-3,2325.0
9:07.0, ,84-81,Personal foul by T. Davis (drawn by B. Adebayo),,4,81,84,-3,2333.0
9:02.0, ,84-81,Turnover by B. Adebayo (bad pass; steal by M. Dellavedova),,4,81,84,-3,2338.0
8:58.0,K. Huerter makes 2-pt layup from 2 ft (assist by T. Davis),86-81, ,,4,81,86,-5,2342.0
8:44.0, ,86-81,B. Adebayo misses 2-pt jump shot from 13 ft,,4,81,86,-5,2356.0
8:41.0,Defensive rebound by T. Davis,86-81, ,,4,81,86,-5,2359.0
8:34.0,D. Sabonis makes 2-pt hook shot from 8 ft (assist by T. Davis),88-81, ,,4,81,88,-7,2366.0
8:34.0, ,88-81,Miami full timeout,,4,81,88,-7,2366.0
8:34.0, ,88-81,T. Herro enters the game for D. Robinson,,4,81,88,-7,2366.0
8:13.0, ,88-83,T. Herro makes 2-pt layup from 5 ft,,4,83,88,-5,2387.0
7:51.0,H. Barnes makes 2-pt layup from 2 ft (assist by D. Sabonis),90-83, ,,4,83,90,-7,2409.0
7:41.0, ,90-85,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),,4,85,90,-5,2419.0
7:27.0,K. Huerter makes 2-pt layup from 3 ft (assist by D. Sabonis),92-85, ,,4,85,92,-7,2433.0
7:19.0, ,92-85,Personal foul by M. Dellavedova (drawn by B. Adebayo),,4,85,92,-7,2441.0
7:19.0, ,92-86,B. Adebayo makes free throw 1 of 2,,4,86,92,-6,2441.0
7:19.0, ,92-87,B. Adebayo makes free throw 2 of 2,,4,87,92,-5,2441.0
7:01.0,H. Barnes misses 3-pt jump shot from 23 ft,92-87, ,,4,87,92,-5,2459.0
6:58.0, ,92-87,Defensive rebound by T. Herro,,4,87,92,-5,2462.0
6:47.0, ,92-87,M. Strus misses 3-pt jump shot from 24 ft,,4,87,92,-5,2473.0
6:45.0,Defensive rebound by H. Barnes,92-87, ,,4,87,92,-5,2475.0
6:30.0,K. Huerter misses 3-pt jump shot from 24 ft,92-87, ,,4,87,92,-5,2490.0
6:28.0, ,92-87,Defensive rebound by K. Lowry,,4,87,92,-5,2492.0
6:24.0, ,92-87,Shooting foul by D. Sabonis (drawn by K. Lowry),,4,87,92,-5,2496.0
6:24.0, ,92-88,K. Lowry makes free throw 1 of 2,,4,88,92,-4,2496.0
6:24.0,D. Mitchell enters the game for M. Dellavedova,92-88, ,,4,88,92,-4,2496.0
6:24.0,M. Monk enters the game for K. Huerter,92-88, ,,4,88,92,-4,2496.0
6:24.0, ,92-88,K. Lowry misses free throw 2 of 2,,4,88,92,-4,2496.0
6:22.0,Defensive rebound by T. Davis,92-88, ,,4,88,92,-4,2498.0
6:11.0,Shooting foul by G. Vincent (drawn by T. Davis),92-88, ,,4,88,92,-4,2509.0
6:11.0,T. Davis makes free throw 1 of 2,93-88, ,,4,88,93,-5,2509.0
6:11.0,T. Davis makes free throw 2 of 2,94-88, ,,4,88,94,-6,2509.0
6:01.0, ,94-88,K. Lowry misses 2-pt layup from 1 ft,,4,88,94,-6,2519.0
6:00.0, ,94-88,Offensive rebound by B. Adebayo,,4,88,94,-6,2520.0
5:52.0, ,94-88,G. Vincent misses 3-pt jump shot from 23 ft,,4,88,94,-6,2528.0
5:45.0, ,94-88,Offensive rebound by T. Herro,,4,88,94,-6,2535.0
5:45.0, ,94-90,T. Herro makes 2-pt layup at rim,,4,90,94,-4,2535.0
5:24.0,H. Barnes misses 2-pt jump shot from 6 ft,94-90, ,,4,90,94,-4,2556.0
5:21.0, ,94-90,Defensive rebound by G. Vincent,,4,90,94,-4,2559.0
5:17.0, ,94-90,K. Lowry misses 3-pt jump shot from 26 ft,,4,90,94,-4,2563.0
5:17.0, ,94-90,Offensive rebound by K. Lowry,,4,90,94,-4,2563.0
5:10.0, ,94-90,B. Adebayo misses 2-pt layup from 4 ft,,4,90,94,-4,2570.0
5:10.0, ,94-90,Offensive rebound by B. Adebayo,,4,90,94,-4,2570.0
5:10.0, ,94-92,B. Adebayo makes 2-pt layup at rim,,4,92,94,-2,2570.0
5:10.0,Sacramento full timeout,94-92, ,,4,92,94,-2,2570.0
5:10.0,K. Huerter enters the game for T. Davis,94-92, ,,4,92,94,-2,2570.0
4:55.0,M. Monk makes 2-pt layup from 2 ft (assist by D. Sabonis),96-92, ,,4,92,96,-4,2585.0
4:39.0, ,96-94,T. Herro makes 2-pt jump shot from 12 ft,,4,94,96,-2,2601.0
4:19.0,D. Mitchell misses 3-pt jump shot from 23 ft,96-94, ,,4,94,96,-2,2621.0
4:17.0, ,96-94,Defensive rebound by Team,,4,94,96,-2,2623.0
4:03.0, ,96-96,T. Herro makes 2-pt jump shot from 16 ft,Tie,4,96,96,0,2637.0
3:47.0,Personal foul by B. Adebayo (drawn by M. Monk),96-96, ,,4,96,96,0,2653.0
3:35.0,D. Sabonis misses 2-pt jump shot from 15 ft,96-96, ,,4,96,96,0,2665.0
3:32.0, ,96-96,Defensive rebound by T. Herro,,4,96,96,0,2668.0
3:23.0, ,96-96,T. Herro misses 3-pt jump shot from 27 ft,,4,96,96,0,2677.0
3:21.0,Defensive rebound by H. Barnes,96-96, ,,4,96,96,0,2679.0
3:12.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by M. Monk),99-96, ,,4,96,99,-3,2688.0
3:09.0, ,99-96,Miami full timeout,,4,96,99,-3,2691.0
3:09.0,Sacramento full timeout,99-96, ,,4,96,99,-3,2691.0
3:00.0, ,99-98,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),,4,98,99,-1,2700.0
2:41.0,H. Barnes misses 2-pt layup from 4 ft (block by T. Herro),99-98, ,,4,98,99,-1,2719.0
2:37.0, ,99-98,Defensive rebound by T. Herro,,4,98,99,-1,2723.0
2:20.0, ,99-100,G. Vincent makes 2-pt layup from 2 ft (assist by B. Adebayo),Lead change,4,100,99,1,2740.0
1:57.0,Turnover by M. Monk (lost ball; steal by G. Vincent),99-100, ,,4,100,99,1,2763.0
1:43.0, ,99-103,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),,4,103,99,4,2777.0
1:43.0,Sacramento full timeout,99-103, ,,4,103,99,4,2777.0
1:31.0,D. Mitchell makes 2-pt layup from 2 ft,101-103, ,,4,103,101,2,2789.0
1:07.0, ,101-103,M. Strus misses 3-pt jump shot from 25 ft,,4,103,101,2,2813.0
1:03.0,Defensive rebound by H. Barnes,101-103, ,,4,103,101,2,2817.0
0:57.0,M. Monk misses 2-pt jump shot from 14 ft (block by M. Strus),101-103, ,,4,103,101,2,2823.0
0:56.0,Offensive rebound by Team,101-103, ,,4,103,101,2,2824.0
0:53.0,Personal foul by G. Vincent (drawn by D. Sabonis),101-103, ,,4,103,101,2,2827.0
0:53.0,D. Sabonis makes free throw 1 of 2,102-103, ,,4,103,102,1,2827.0
0:53.0,M. Dellavedova enters the game for M. Monk,102-103, ,,4,103,102,1,2827.0
0:53.0,D. Sabonis makes free throw 2 of 2,103-103, ,Tie,4,103,103,0,2827.0
0:41.0, ,103-105,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,105,103,2,2839.0
0:32.0,D. Mitchell makes 2-pt layup from 2 ft,105-105, ,Tie,4,105,105,0,2848.0
0:27.0, ,105-107,K. Lowry makes 2-pt jump shot from 11 ft,,4,107,105,2,2853.0
0:23.0,Sacramento full timeout,105-107, ,,4,107,105,2,2857.0
0:23.0,M. Monk enters the game for M. Dellavedova,105-107, ,,4,107,105,2,2857.0
0:12.0,Shooting foul by M. Strus (drawn by D. Sabonis),105-107, ,,4,107,105,2,2868.0
0:12.0,D. Sabonis makes free throw 1 of 2,106-107, ,,4,107,106,1,2868.0
0:12.0,T. Davis enters the game for K. Huerter,106-107, ,,4,107,106,1,2868.0
0:12.0,M. Dellavedova enters the game for M. Monk,106-107, ,,4,107,106,1,2868.0
0:12.0, ,106-107,D. Dedmon enters the game for T. Herro,,4,107,106,1,2868.0
0:12.0,D. Sabonis makes free throw 2 of 2,107-107, ,Tie,4,107,107,0,2868.0
0:12.0, ,107-107,Miami full timeout,,4,107,107,0,2868.0
0:12.0, ,107-107,T. Herro enters the game for D. Dedmon,,4,107,107,0,2868.0
0:02.0, ,107-110,T. Herro makes 3-pt jump shot from 27 ft,,4,110,107,3,2878.0
0:00.0,Offensive foul by D. Sabonis (drawn by B. Adebayo),107-110, ,,4,110,107,3,2880.0
0:00.0,Turnover by D. Sabonis (offensive foul),107-110, ,,4,110,107,3,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),107-110, ,,4,110,107,3,2880.0
0:00.0,End of 4th quarter,107-110,,,4,110,107,3,2880.0
