Time,Toronto,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:18.0, ,80-91,Turnover by P. Pritchard (bad pass; steal by M. Flynn),,3,91,80,11,2022.0
2:10.0,S. Barnes misses 3-pt jump shot from 25 ft,80-91, ,,3,91,80,11,2030.0
2:07.0, ,80-91,Defensive rebound by J. Brown,,3,91,80,11,2033.0
2:00.0, ,80-91,J. Brown misses 2-pt layup from 3 ft,,3,91,80,11,2040.0
1:59.0, ,80-91,Offensive rebound by O. Brissett,,3,91,80,11,2041.0
1:58.0, ,80-93,O. Brissett makes 2-pt layup from 3 ft,,3,93,80,13,2042.0
1:40.0,D. Schröder makes 2-pt jump shot from 20 ft,82-93, ,,3,93,82,11,2060.0
1:29.0, ,82-93,Shooting foul by M. Flynn (drawn by D. White),,3,93,82,11,2071.0
1:29.0, ,82-94,D. White makes free throw 1 of 2,,3,94,82,12,2071.0
1:29.0,J. McDaniels enters the game for G. Trent,82-94, ,,3,94,82,12,2071.0
1:29.0, ,82-95,D. White makes free throw 2 of 2,,3,95,82,13,2071.0
1:21.0,D. Schröder misses 3-pt jump shot from 27 ft,82-95, ,,3,95,82,13,2079.0
1:20.0, ,82-95,Defensive rebound by O. Brissett,,3,95,82,13,2080.0
1:12.0, ,82-95,D. White misses 3-pt jump shot from 23 ft,,3,95,82,13,2088.0
1:11.0,Defensive rebound by S. Barnes,82-95, ,,3,95,82,13,2089.0
1:07.0,Personal foul by J. Brown (drawn by S. Barnes),82-95, ,,3,95,82,13,2093.0
1:07.0,S. Barnes misses free throw 1 of 2,82-95, ,,3,95,82,13,2093.0
1:07.0,Offensive rebound by Team,82-95, ,,3,95,82,13,2093.0
1:07.0,S. Barnes makes free throw 2 of 2,83-95, ,,3,95,83,12,2093.0
0:57.0, ,83-95,D. White misses 3-pt jump shot from 28 ft,,3,95,83,12,2103.0
0:55.0, ,83-95,Offensive rebound by P. Pritchard,,3,95,83,12,2105.0
0:51.0, ,83-97,D. White makes 2-pt jump shot from 6 ft (assist by P. Pritchard),,3,97,83,14,2109.0
0:31.0,S. Barnes makes 3-pt jump shot from 28 ft (assist by J. McDaniels),86-97, ,,3,97,86,11,2129.0
0:09.0, ,86-99,J. Brown makes 2-pt dunk from 2 ft (assist by D. White),,3,99,86,13,2151.0
0:02.0,S. Barnes misses 3-pt jump shot from 33 ft,86-99, ,,3,99,86,13,2158.0
0:00.0, ,86-99,Defensive rebound by N. Queta,,3,99,86,13,2160.0
0:00.0,End of 3rd quarter,86-99,,,3,99,86,13,2160.0
12:00.0,Start of 4th quarter,86-99,,,4,99,86,13,2160.0
11:42.0,J. McDaniels makes 3-pt jump shot from 24 ft (assist by D. Schröder),89-99, ,,4,99,89,10,2178.0
11:25.0, ,89-99,D. White misses 3-pt jump shot from 28 ft,,4,99,89,10,2195.0
11:22.0, ,89-99,Offensive rebound by D. White,,4,99,89,10,2198.0
11:21.0, ,89-99,P. Pritchard misses 3-pt jump shot from 26 ft,,4,99,89,10,2199.0
11:20.0,Defensive rebound by P. Siakam,89-99, ,,4,99,89,10,2200.0
11:09.0,O. Anunoby misses 3-pt jump shot from 28 ft,89-99, ,,4,99,89,10,2211.0
11:07.0,Offensive rebound by S. Barnes,89-99, ,,4,99,89,10,2213.0
11:06.0,S. Barnes makes 2-pt layup from 2 ft,91-99, ,,4,99,91,8,2214.0
10:48.0, ,91-99,Turnover by D. White (lost ball; steal by J. McDaniels),,4,99,91,8,2232.0
10:46.0,J. McDaniels makes 2-pt layup from 3 ft (assist by P. Siakam),93-99, ,,4,99,93,6,2234.0
10:46.0,Shooting foul by P. Pritchard (drawn by J. McDaniels),93-99, ,,4,99,93,6,2234.0
10:46.0, ,93-99,J. Holiday enters the game for O. Brissett,,4,99,93,6,2234.0
10:46.0,J. McDaniels misses free throw 1 of 1,93-99, ,,4,99,93,6,2234.0
10:46.0, ,93-99,Defensive rebound by S. Hauser,,4,99,93,6,2234.0
10:29.0, ,93-99,P. Pritchard misses 3-pt jump shot from 28 ft,,4,99,93,6,2251.0
10:28.0,Defensive rebound by S. Barnes,93-99, ,,4,99,93,6,2252.0
10:08.0,J. McDaniels makes 2-pt layup from 4 ft (assist by S. Barnes),95-99, ,,4,99,95,4,2272.0
10:08.0,Shooting foul by L. Kornet (drawn by J. McDaniels),95-99, ,,4,99,95,4,2272.0
10:08.0,J. McDaniels makes free throw 1 of 1,96-99, ,,4,99,96,3,2272.0
9:52.0, ,96-99,J. Holiday misses 3-pt jump shot from 25 ft,,4,99,96,3,2288.0
9:51.0, ,96-99,Offensive rebound by L. Kornet,,4,99,96,3,2289.0
9:51.0, ,96-101,L. Kornet makes 2-pt layup at rim,,4,101,96,5,2289.0
9:51.0, ,96-101,Shooting foul by O. Anunoby (drawn by L. Kornet),,4,101,96,5,2289.0
9:51.0, ,96-102,L. Kornet makes free throw 1 of 1,,4,102,96,6,2289.0
9:51.0, ,96-102,Violation by Team (delay of game),,4,102,96,6,2289.0
9:37.0,D. Schröder makes 3-pt jump shot from 28 ft (assist by J. McDaniels),99-102, ,,4,102,99,3,2303.0
9:23.0, ,99-102,Personal foul by J. McDaniels (drawn by L. Kornet),,4,102,99,3,2317.0
9:23.0, ,99-102,J. Brown enters the game for P. Pritchard,,4,102,99,3,2317.0
9:19.0, ,99-102,Turnover by L. Kornet (bad pass; steal by O. Anunoby),,4,102,99,3,2321.0
9:10.0,D. Schröder misses 2-pt jump shot from 18 ft,99-102, ,,4,102,99,3,2330.0
9:08.0,Offensive rebound by S. Barnes,99-102, ,,4,102,99,3,2332.0
8:58.0,S. Barnes makes 2-pt layup from 4 ft (assist by D. Schröder),101-102, ,,4,102,101,1,2342.0
8:35.0, ,101-102,J. Holiday misses 2-pt jump shot from 8 ft,,4,102,101,1,2365.0
8:34.0,Defensive rebound by Team,101-102, ,,4,102,101,1,2366.0
8:18.0,D. Schröder makes 3-pt jump shot from 28 ft (assist by P. Siakam),104-102, ,Lead change,4,102,104,-2,2382.0
8:16.0, ,104-102,Boston full timeout,,4,102,104,-2,2384.0
7:59.0, ,104-104,J. Brown makes 2-pt layup from 5 ft (assist by D. White),Tie,4,104,104,0,2401.0
7:37.0,J. McDaniels misses 3-pt jump shot from 28 ft,104-104, ,,4,104,104,0,2423.0
7:36.0, ,104-104,Defensive rebound by S. Hauser,,4,104,104,0,2424.0
7:20.0, ,104-104,D. White misses 3-pt jump shot from 27 ft,,4,104,104,0,2440.0
7:19.0,Defensive rebound by P. Siakam,104-104, ,,4,104,104,0,2441.0
7:07.0,S. Barnes makes 3-pt jump shot from 27 ft (assist by D. Schröder),107-104, ,,4,104,107,-3,2453.0
6:53.0, ,107-104,Turnover by J. Brown (lost ball; steal by P. Siakam),,4,104,107,-3,2467.0
6:48.0,P. Siakam misses 2-pt layup from 7 ft (block by D. White),107-104, ,,4,104,107,-3,2472.0
6:48.0, ,107-104,Defensive rebound by Team,,4,104,107,-3,2472.0
6:28.0, ,107-104,J. Holiday misses 2-pt layup from 4 ft,,4,104,107,-3,2492.0
6:27.0, ,107-104,Offensive rebound by L. Kornet,,4,104,107,-3,2493.0
6:26.0, ,107-104,S. Hauser misses 3-pt jump shot from 27 ft,,4,104,107,-3,2494.0
6:24.0,Defensive rebound by S. Barnes,107-104, ,,4,104,107,-3,2496.0
6:06.0,P. Siakam misses 2-pt jump shot from 10 ft,107-104, ,,4,104,107,-3,2514.0
6:05.0, ,107-104,Defensive rebound by D. White,,4,104,107,-3,2515.0
5:50.0, ,107-104,Shooting foul by J. McDaniels (drawn by J. Brown),,4,104,107,-3,2530.0
5:50.0, ,107-105,J. Brown makes free throw 1 of 2,,4,105,107,-2,2530.0
5:50.0,G. Trent enters the game for P. Siakam,107-105, ,,4,105,107,-2,2530.0
5:50.0, ,107-105,J. Brown misses free throw 2 of 2,,4,105,107,-2,2530.0
5:48.0,Defensive rebound by S. Barnes,107-105, ,,4,105,107,-2,2532.0
5:26.0,J. McDaniels makes 2-pt layup from 2 ft (assist by S. Barnes),109-105, ,,4,105,109,-4,2554.0
5:12.0, ,109-105,D. White misses 3-pt jump shot from 25 ft,,4,105,109,-4,2568.0
5:10.0,Defensive rebound by O. Anunoby,109-105, ,,4,105,109,-4,2570.0
4:56.0,J. McDaniels misses 3-pt jump shot from 24 ft,109-105, ,,4,105,109,-4,2584.0
4:55.0, ,109-105,Defensive rebound by S. Hauser,,4,105,109,-4,2585.0
4:48.0, ,109-105,J. Holiday misses 2-pt layup from 5 ft (block by D. Schröder),,4,105,109,-4,2592.0
4:47.0, ,109-105,Offensive rebound by Team,,4,105,109,-4,2593.0
4:42.0, ,109-105,Shooting foul by J. McDaniels (drawn by D. White),,4,105,109,-4,2598.0
4:42.0, ,109-106,D. White makes free throw 1 of 2,,4,106,109,-3,2598.0
4:42.0, ,109-107,D. White makes free throw 2 of 2,,4,107,109,-2,2598.0
4:35.0,Toronto full timeout,109-107, ,,4,107,109,-2,2605.0
4:35.0,P. Siakam enters the game for J. McDaniels,109-107, ,,4,107,109,-2,2605.0
4:22.0, ,109-107,Boston full timeout,,4,107,109,-2,2618.0
4:22.0, ,109-107,Instant Replay (Challenge: Ruling Stands),,4,107,109,-2,2618.0
4:20.0,D. Schröder misses 3-pt jump shot from 23 ft (block by L. Kornet),109-107, ,,4,107,109,-2,2620.0
4:19.0,Offensive rebound by D. Schröder,109-107, ,,4,107,109,-2,2621.0
4:18.0,Turnover by Team (shot clock),109-107, ,,4,107,109,-2,2622.0
4:07.0, ,109-107,Offensive foul by J. Brown (drawn by O. Anunoby),,4,107,109,-2,2633.0
4:07.0, ,109-107,Turnover by J. Brown (offensive foul),,4,107,109,-2,2633.0
3:45.0,G. Trent misses 2-pt jump shot from 14 ft,109-107, ,,4,107,109,-2,2655.0
3:42.0, ,109-107,Defensive rebound by J. Brown,,4,107,109,-2,2658.0
3:21.0, ,109-110,D. White makes 3-pt jump shot from 26 ft,Lead change,4,110,109,1,2679.0
3:09.0,Shooting foul by S. Hauser (drawn by P. Siakam),109-110, ,,4,110,109,1,2691.0
3:09.0,P. Siakam makes free throw 1 of 2,110-110, ,Tie,4,110,110,0,2691.0
3:09.0,J. McDaniels enters the game for G. Trent,110-110, ,,4,110,110,0,2691.0
3:09.0,P. Siakam misses free throw 2 of 2,110-110, ,,4,110,110,0,2691.0
3:09.0, ,110-110,Defensive rebound by J. Holiday,,4,110,110,0,2691.0
2:58.0, ,110-110,D. White misses 3-pt jump shot from 24 ft,,4,110,110,0,2702.0
2:56.0,Defensive rebound by P. Siakam,110-110, ,,4,110,110,0,2704.0
2:38.0,J. McDaniels makes 3-pt jump shot from 23 ft (assist by D. Schröder),113-110, ,Lead change,4,110,113,-3,2722.0
2:18.0, ,113-112,J. Brown makes 2-pt layup from 2 ft,,4,112,113,-1,2742.0
1:53.0,J. McDaniels misses 3-pt jump shot from 28 ft,113-112, ,,4,112,113,-1,2767.0
1:52.0,Offensive rebound by D. Schröder,113-112, ,,4,112,113,-1,2768.0
1:51.0,D. Schröder misses 2-pt jump shot from 11 ft,113-112, ,,4,112,113,-1,2769.0
1:48.0, ,113-112,Defensive rebound by S. Hauser,,4,112,113,-1,2772.0
1:38.0, ,113-112,Personal foul by J. McDaniels (drawn by D. White),,4,112,113,-1,2782.0
1:38.0, ,113-113,D. White makes free throw 1 of 2,Tie,4,113,113,0,2782.0
1:38.0, ,113-114,D. White makes free throw 2 of 2,Lead change,4,114,113,1,2782.0
1:19.0,S. Barnes misses 2-pt jump shot from 15 ft,113-114, ,,4,114,113,1,2801.0
1:17.0, ,113-114,Defensive rebound by D. White,,4,114,113,1,2803.0
1:04.0, ,113-116,D. White makes 2-pt layup from 1 ft,,4,116,113,3,2816.0
1:04.0,Toronto full timeout,113-116, ,,4,116,113,3,2816.0
1:04.0,G. Trent enters the game for J. McDaniels,113-116, ,,4,116,113,3,2816.0
0:47.0,S. Barnes makes 3-pt jump shot from 26 ft (assist by O. Anunoby),116-116, ,Tie,4,116,116,0,2833.0
0:32.0, ,116-118,L. Kornet makes 2-pt dunk from 2 ft (assist by J. Brown),,4,118,116,2,2848.0
0:15.0,Shooting foul by L. Kornet (drawn by D. Schröder),116-118, ,,4,118,116,2,2865.0
0:15.0, ,116-118,Boston full timeout,,4,118,116,2,2865.0
0:15.0, ,116-118,Instant Replay (Challenge: Stands),,4,118,116,2,2865.0
0:15.0,D. Schröder misses free throw 1 of 2,116-118, ,,4,118,116,2,2865.0
0:15.0,Offensive rebound by Team,116-118, ,,4,118,116,2,2865.0
0:15.0, ,116-118,O. Brissett enters the game for S. Hauser,,4,118,116,2,2865.0
0:15.0, ,116-118,N. Queta enters the game for D. White,,4,118,116,2,2865.0
0:15.0,D. Schröder makes free throw 2 of 2,117-118, ,,4,118,117,1,2865.0
0:15.0, ,117-118,Boston full timeout,,4,118,117,1,2865.0
0:15.0,J. Poeltl enters the game for G. Trent,117-118, ,,4,118,117,1,2865.0
0:15.0, ,117-118,S. Hauser enters the game for O. Brissett,,4,118,117,1,2865.0
0:15.0, ,117-118,P. Pritchard enters the game for L. Kornet,,4,118,117,1,2865.0
0:15.0, ,117-118,D. White enters the game for N. Queta,,4,118,117,1,2865.0
0:13.0, ,117-118,Personal take foul by P. Siakam (drawn by J. Holiday),,4,118,117,1,2867.0
0:13.0, ,117-118,J. Holiday misses free throw 1 of 2,,4,118,117,1,2867.0
0:13.0, ,117-118,Offensive rebound by Team,,4,118,117,1,2867.0
0:13.0, ,117-118,O. Brissett enters the game for P. Pritchard,,4,118,117,1,2867.0
0:13.0, ,117-119,J. Holiday makes free throw 2 of 2,,4,119,117,2,2867.0
0:13.0,Toronto full timeout,117-119, ,,4,119,117,2,2867.0
0:13.0,G. Trent enters the game for J. Poeltl,117-119, ,,4,119,117,2,2867.0
0:04.0,S. Barnes misses 2-pt layup from 5 ft,117-119, ,,4,119,117,2,2876.0
0:03.0, ,117-119,Defensive rebound by J. Holiday,,4,119,117,2,2877.0
0:02.0, ,117-119,Personal take foul by D. Schröder (drawn by J. Holiday),,4,119,117,2,2878.0
0:02.0, ,117-120,J. Holiday makes free throw 1 of 2,,4,120,117,3,2878.0
0:02.0, ,117-120,J. Holiday misses free throw 2 of 2,,4,120,117,3,2878.0
0:02.0,Defensive rebound by P. Siakam,117-120, ,,4,120,117,3,2878.0
0:01.0,Personal foul by D. White (drawn by P. Siakam),117-120, ,,4,120,117,3,2879.0
0:01.0,Instant Replay (Request: Ruling Stands),117-120, ,,4,120,117,3,2879.0
0:01.0,P. Achiuwa enters the game for D. Schröder,117-120, ,,4,120,117,3,2879.0
0:01.0,J. Poeltl enters the game for G. Trent,117-120, ,,4,120,117,3,2879.0
0:01.0, ,117-120,L. Kornet enters the game for S. Hauser,,4,120,117,3,2879.0
0:01.0, ,117-120,N. Queta enters the game for D. White,,4,120,117,3,2879.0
0:01.0,P. Siakam makes free throw 1 of 2,118-120, ,,4,120,118,2,2879.0
0:01.0,P. Siakam misses free throw 2 of 2,118-120, ,,4,120,118,2,2879.0
0:00.0,Offensive rebound by Team,118-120, ,,4,120,118,2,2880.0
0:00.0,End of 4th quarter,118-120,,,4,120,118,2,2880.0
