Time,New York,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:15.0, ,81-99,J. Tatum misses 3-pt jump shot from 27 ft,,3,99,81,18,1905.0
4:11.0,Defensive rebound by J. Hart,81-99, ,,3,99,81,18,1909.0
3:52.0,I. Quickley misses 2-pt jump shot from 8 ft (block by D. White),81-99, ,,3,99,81,18,1928.0
3:50.0, ,81-99,Defensive rebound by A. Horford,,3,99,81,18,1930.0
3:34.0, ,81-101,J. Tatum makes 2-pt layup from 3 ft (assist by A. Horford),,3,101,81,20,1946.0
3:28.0,Shooting foul by D. White (drawn by J. Brunson),81-101, ,,3,101,81,20,1952.0
3:28.0,J. Brunson makes free throw 1 of 2,82-101, ,,3,101,82,19,1952.0
3:28.0,I. Hartenstein enters the game for M. Robinson,82-101, ,,3,101,82,19,1952.0
3:28.0,J. Brunson makes free throw 2 of 2,83-101, ,,3,101,83,18,1952.0
3:12.0, ,83-103,L. Kornet makes 2-pt dunk from 1 ft (assist by D. White),,3,103,83,20,1968.0
3:02.0,Personal foul by D. White (drawn by J. Randle),83-103, ,,3,103,83,20,1978.0
3:02.0, ,83-103,P. Pritchard enters the game for D. White,,3,103,83,20,1978.0
2:57.0,J. Hart makes 3-pt jump shot from 23 ft (assist by I. Hartenstein),86-103, ,,3,103,86,17,1983.0
2:41.0, ,86-106,J. Tatum makes 3-pt jump shot from 27 ft (assist by L. Kornet),,3,106,86,20,1999.0
2:20.0,J. Randle misses 2-pt layup from 4 ft,86-106, ,,3,106,86,20,2020.0
2:18.0, ,86-106,Defensive rebound by A. Horford,,3,106,86,20,2022.0
2:12.0, ,86-106,Boston full timeout,,3,106,86,20,2028.0
2:12.0,Q. Grimes enters the game for J. Brunson,86-106, ,,3,106,86,20,2028.0
2:07.0, ,86-106,J. Tatum misses 2-pt dunk from 3 ft (block by I. Hartenstein),,3,106,86,20,2033.0
2:05.0, ,86-106,Offensive rebound by P. Pritchard,,3,106,86,20,2035.0
1:57.0, ,86-106,J. Tatum misses 2-pt layup from 2 ft,,3,106,86,20,2043.0
1:55.0,Defensive rebound by I. Hartenstein,86-106, ,,3,106,86,20,2045.0
1:40.0,I. Quickley makes 3-pt jump shot from 25 ft (assist by Q. Grimes),89-106, ,,3,106,89,17,2060.0
1:11.0, ,89-106,L. Kornet misses 2-pt dunk from 2 ft (block by I. Hartenstein),,3,106,89,17,2089.0
1:10.0,Defensive rebound by I. Hartenstein,89-106, ,,3,106,89,17,2090.0
0:57.0,Q. Grimes misses 3-pt jump shot from 24 ft,89-106, ,,3,106,89,17,2103.0
0:55.0,Offensive rebound by J. Hart,89-106, ,,3,106,89,17,2105.0
0:48.0,J. Randle makes 3-pt jump shot from 26 ft,92-106, ,,3,106,92,14,2112.0
0:33.0, ,92-106,J. Holiday misses 2-pt layup from 2 ft,,3,106,92,14,2127.0
0:31.0,Defensive rebound by I. Hartenstein,92-106, ,,3,106,92,14,2129.0
0:11.0,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Hart),95-106, ,,3,106,95,11,2149.0
0:01.0, ,95-109,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Tatum),,3,109,95,14,2159.0
0:00.0,End of 3rd quarter,95-109,,,3,109,95,14,2160.0
12:00.0,Start of 4th quarter,95-109,,,4,109,95,14,2160.0
11:42.0, ,95-109,A. Horford misses 3-pt jump shot from 24 ft,,4,109,95,14,2178.0
11:41.0,Defensive rebound by Team,95-109, ,,4,109,95,14,2179.0
11:41.0, ,95-109,Loose ball foul by K. Porziņģis (drawn by J. Hart),,4,109,95,14,2179.0
11:26.0,R. Barrett makes 2-pt jump shot from 6 ft (assist by J. Hart),97-109, ,,4,109,97,12,2194.0
11:06.0, ,97-109,Personal foul by J. Hart (drawn by K. Porziņģis),,4,109,97,12,2214.0
10:58.0, ,97-112,A. Horford makes 3-pt jump shot from 23 ft (assist by P. Pritchard),,4,112,97,15,2222.0
10:38.0,Q. Grimes misses 3-pt jump shot from 25 ft,97-112, ,,4,112,97,15,2242.0
10:37.0,Offensive rebound by I. Hartenstein,97-112, ,,4,112,97,15,2243.0
10:36.0,Turnover by I. Hartenstein (bad pass; steal by K. Porziņģis),97-112, ,,4,112,97,15,2244.0
10:26.0, ,97-112,S. Hauser misses 3-pt jump shot from 26 ft,,4,112,97,15,2254.0
10:22.0,Defensive rebound by J. Hart,97-112, ,,4,112,97,15,2258.0
10:19.0,I. Quickley misses 3-pt jump shot from 26 ft,97-112, ,,4,112,97,15,2261.0
10:17.0, ,97-112,Defensive rebound by A. Horford,,4,112,97,15,2263.0
9:58.0, ,97-114,J. Brown makes 2-pt dunk from 3 ft,,4,114,97,17,2282.0
9:53.0,Shooting foul by P. Pritchard (drawn by I. Quickley),97-114, ,,4,114,97,17,2287.0
9:53.0,I. Quickley makes free throw 1 of 2,98-114, ,,4,114,98,16,2287.0
9:53.0,I. Quickley makes free throw 2 of 2,99-114, ,,4,114,99,15,2287.0
9:37.0, ,99-114,S. Hauser misses 3-pt jump shot from 24 ft,,4,114,99,15,2303.0
9:35.0,Defensive rebound by I. Hartenstein,99-114, ,,4,114,99,15,2305.0
9:29.0,Personal foul by J. Brown (drawn by I. Quickley),99-114, ,,4,114,99,15,2311.0
9:18.0,Q. Grimes misses 2-pt layup from 3 ft (block by S. Hauser),99-114, ,,4,114,99,15,2322.0
9:16.0, ,99-114,Defensive rebound by P. Pritchard,,4,114,99,15,2324.0
9:09.0,Jump ball: P. Pritchard vs. I. Hartenstein (K. Porziņģis gains possession),99-114,,,4,114,99,15,2331.0
9:07.0, ,99-114,K. Porziņģis misses 2-pt jump shot from 14 ft,,4,114,99,15,2333.0
9:04.0,Defensive rebound by J. Hart,99-114, ,,4,114,99,15,2336.0
8:59.0,Q. Grimes makes 2-pt layup from 2 ft (assist by J. Hart),101-114, ,,4,114,101,13,2341.0
8:45.0, ,101-114,J. Brown misses 2-pt layup from 2 ft,,4,114,101,13,2355.0
8:44.0, ,101-114,Offensive rebound by A. Horford,,4,114,101,13,2356.0
8:44.0, ,101-116,A. Horford makes 2-pt layup at rim,,4,116,101,15,2356.0
8:27.0,Q. Grimes makes 3-pt jump shot from 24 ft (assist by J. Hart),104-116, ,,4,116,104,12,2373.0
8:11.0, ,104-116,Turnover by K. Porziņģis (off goaltending),,4,116,104,12,2389.0
7:59.0,R. Barrett makes 2-pt layup from 4 ft (assist by J. Hart),106-116, ,,4,116,106,10,2401.0
7:39.0, ,106-118,J. Brown makes 2-pt layup from 2 ft,,4,118,106,12,2421.0
7:39.0, ,106-118,Shooting foul by Q. Grimes (drawn by J. Brown),,4,118,106,12,2421.0
7:39.0,J. Brunson enters the game for R. Barrett,106-118, ,,4,118,106,12,2421.0
7:39.0, ,106-118,J. Tatum enters the game for A. Horford,,4,118,106,12,2421.0
7:39.0, ,106-118,D. White enters the game for P. Pritchard,,4,118,106,12,2421.0
7:39.0, ,106-119,J. Brown makes free throw 1 of 1,,4,119,106,13,2421.0
7:19.0,Personal foul by J. Brown (drawn by I. Quickley),106-119, ,,4,119,106,13,2441.0
7:19.0, ,106-119,Technical foul by J. Brown,,4,119,106,13,2441.0
7:19.0,I. Quickley makes technical free throw,107-119, ,,4,119,107,12,2441.0
7:19.0, ,107-119,Technical foul by J. Brown,,4,119,107,12,2441.0
7:19.0, ,107-119,J. Brown ejected from game,,4,119,107,12,2441.0
7:19.0, ,107-119,J. Holiday enters the game for J. Brown,,4,119,107,12,2441.0
7:19.0,I. Quickley makes technical free throw,108-119, ,,4,119,108,11,2441.0
7:14.0,Shooting foul by J. Tatum (drawn by I. Hartenstein),108-119, ,,4,119,108,11,2446.0
7:14.0,I. Hartenstein misses free throw 1 of 2,108-119, ,,4,119,108,11,2446.0
7:14.0,Offensive rebound by Team,108-119, ,,4,119,108,11,2446.0
7:14.0, ,108-119,Boston full timeout,,4,119,108,11,2446.0
7:14.0,I. Hartenstein makes free throw 2 of 2,109-119, ,,4,119,109,10,2446.0
6:48.0, ,109-119,S. Hauser misses 3-pt jump shot from 25 ft,,4,119,109,10,2472.0
6:46.0,Defensive rebound by Q. Grimes,109-119, ,,4,119,109,10,2474.0
6:32.0,Turnover by Q. Grimes (bad pass; steal by J. Holiday),109-119, ,,4,119,109,10,2488.0
6:22.0, ,109-119,K. Porziņģis misses 2-pt jump shot from 15 ft,,4,119,109,10,2498.0
6:20.0,Defensive rebound by I. Hartenstein,109-119, ,,4,119,109,10,2500.0
5:57.0,J. Hart makes 3-pt jump shot from 27 ft (assist by I. Quickley),112-119, ,,4,119,112,7,2523.0
5:32.0, ,112-119,J. Tatum misses 2-pt jump shot from 14 ft,,4,119,112,7,2548.0
5:30.0,Defensive rebound by J. Hart,112-119, ,,4,119,112,7,2550.0
5:27.0,Turnover by J. Hart (lost ball; steal by D. White),112-119, ,,4,119,112,7,2553.0
5:14.0, ,112-119,K. Porziņģis misses 3-pt jump shot from 26 ft,,4,119,112,7,2566.0
5:12.0,Defensive rebound by J. Brunson,112-119, ,,4,119,112,7,2568.0
5:01.0,J. Brunson misses 2-pt jump shot from 13 ft,112-119, ,,4,119,112,7,2579.0
5:00.0, ,112-119,Defensive rebound by J. Holiday,,4,119,112,7,2580.0
4:42.0, ,112-119,D. White misses 3-pt jump shot from 24 ft,,4,119,112,7,2598.0
4:39.0, ,112-119,Offensive rebound by D. White,,4,119,112,7,2601.0
4:35.0, ,112-121,D. White makes 2-pt layup from 3 ft,,4,121,112,9,2605.0
4:18.0,I. Quickley misses 3-pt jump shot from 29 ft,112-121, ,,4,121,112,9,2622.0
4:17.0, ,112-121,Defensive rebound by S. Hauser,,4,121,112,9,2623.0
4:08.0, ,112-121,Shooting foul by I. Quickley (drawn by D. White),,4,121,112,9,2632.0
4:08.0, ,112-122,D. White makes free throw 1 of 2,,4,122,112,10,2632.0
4:08.0,J. Randle enters the game for Q. Grimes,112-122, ,,4,122,112,10,2632.0
4:08.0, ,112-122,A. Horford enters the game for K. Porziņģis,,4,122,112,10,2632.0
4:08.0, ,112-123,D. White makes free throw 2 of 2,,4,123,112,11,2632.0
3:59.0,Turnover by J. Brunson (bad pass),112-123, ,,4,123,112,11,2641.0
3:36.0, ,112-123,S. Hauser misses 3-pt jump shot from 24 ft,,4,123,112,11,2664.0
3:35.0,Defensive rebound by J. Hart,112-123, ,,4,123,112,11,2665.0
3:20.0,I. Quickley misses 3-pt jump shot from 23 ft,112-123, ,,4,123,112,11,2680.0
3:19.0,Offensive rebound by I. Hartenstein,112-123, ,,4,123,112,11,2681.0
3:15.0,J. Randle misses 3-pt jump shot from 26 ft,112-123, ,,4,123,112,11,2685.0
3:14.0, ,112-123,Defensive rebound by J. Holiday,,4,123,112,11,2686.0
3:13.0, ,112-123,Boston full timeout,,4,123,112,11,2687.0
3:13.0,R. Barrett enters the game for J. Hart,112-123, ,,4,123,112,11,2687.0
3:13.0,D. DiVincenzo enters the game for I. Quickley,112-123, ,,4,123,112,11,2687.0
3:13.0, ,112-123,K. Porziņģis enters the game for S. Hauser,,4,123,112,11,2687.0
2:59.0, ,112-123,A. Horford misses 3-pt jump shot from 27 ft,,4,123,112,11,2701.0
2:58.0,Defensive rebound by D. DiVincenzo,112-123, ,,4,123,112,11,2702.0
2:38.0,D. DiVincenzo misses 2-pt layup from 4 ft,112-123, ,,4,123,112,11,2722.0
2:36.0, ,112-123,Defensive rebound by A. Horford,,4,123,112,11,2724.0
2:20.0, ,112-123,J. Tatum misses 3-pt jump shot from 28 ft,,4,123,112,11,2740.0
2:19.0,Defensive rebound by Team,112-123, ,,4,123,112,11,2741.0
2:08.0,R. Barrett misses 3-pt jump shot from 24 ft,112-123, ,,4,123,112,11,2752.0
2:07.0,Offensive rebound by I. Hartenstein,112-123, ,,4,123,112,11,2753.0
2:07.0,I. Hartenstein makes 2-pt layup at rim,114-123, ,,4,123,114,9,2753.0
1:46.0, ,114-125,J. Holiday makes 2-pt jump shot from 18 ft,,4,125,114,11,2774.0
1:40.0,J. Brunson makes 2-pt jump shot from 13 ft,116-125, ,,4,125,116,9,2780.0
1:31.0, ,116-125,Shooting foul by D. DiVincenzo (drawn by J. Tatum),,4,125,116,9,2789.0
1:31.0, ,116-126,J. Tatum makes free throw 1 of 2,,4,126,116,10,2789.0
1:31.0, ,116-127,J. Tatum makes free throw 2 of 2,,4,127,116,11,2789.0
1:24.0,Shooting foul by D. White (drawn by J. Brunson),116-127, ,,4,127,116,11,2796.0
1:24.0,J. Brunson misses free throw 1 of 2,116-127, ,,4,127,116,11,2796.0
1:24.0,Offensive rebound by Team,116-127, ,,4,127,116,11,2796.0
1:24.0,J. Brunson makes free throw 2 of 2,117-127, ,,4,127,117,10,2796.0
1:10.0, ,117-127,D. White misses 2-pt layup from 2 ft (block by J. Randle),,4,127,117,10,2810.0
1:08.0,Defensive rebound by I. Hartenstein,117-127, ,,4,127,117,10,2812.0
1:06.0,R. Barrett makes 2-pt dunk from 1 ft (assist by J. Brunson),119-127, ,,4,127,119,8,2814.0
0:57.0, ,119-129,J. Tatum makes 2-pt layup from 5 ft (assist by J. Holiday),,4,129,119,10,2823.0
0:48.0,D. DiVincenzo misses 3-pt jump shot from 31 ft,119-129, ,,4,129,119,10,2832.0
0:46.0, ,119-129,Defensive rebound by A. Horford,,4,129,119,10,2834.0
0:38.0, ,119-129,Personal foul by J. Brunson (drawn by J. Tatum),,4,129,119,10,2842.0
0:38.0, ,119-130,J. Tatum makes free throw 1 of 2,,4,130,119,11,2842.0
0:38.0, ,119-130,S. Hauser enters the game for J. Holiday,,4,130,119,11,2842.0
0:38.0, ,119-130,L. Kornet enters the game for A. Horford,,4,130,119,11,2842.0
0:38.0, ,119-130,P. Pritchard enters the game for K. Porziņģis,,4,130,119,11,2842.0
0:38.0, ,119-131,J. Tatum makes free throw 2 of 2,,4,131,119,12,2842.0
0:33.0,J. Brunson makes 2-pt jump shot from 6 ft,121-131, ,,4,131,121,10,2847.0
0:21.0, ,121-131,Personal take foul by J. Randle (drawn by D. White),,4,131,121,10,2859.0
0:21.0, ,121-132,D. White makes free throw 1 of 2,,4,132,121,11,2859.0
0:21.0, ,121-133,D. White makes free throw 2 of 2,,4,133,121,12,2859.0
0:21.0, ,121-133,O. Brissett enters the game for J. Tatum,,4,133,121,12,2859.0
0:21.0,New York full timeout,121-133, ,,4,133,121,12,2859.0
0:21.0,I. Quickley enters the game for J. Brunson,121-133, ,,4,133,121,12,2859.0
0:21.0, ,121-133,D. Banton enters the game for D. White,,4,133,121,12,2859.0
0:17.0,J. Randle makes 2-pt layup from 2 ft (assist by D. DiVincenzo),123-133, ,,4,133,123,10,2863.0
0:00.0,End of 4th quarter,123-133,,,4,133,123,10,2880.0
